rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent
0.4007704555988312,0.1530681848526001,0.006976493634283543,0.007746000774204731,0.9006563297737998,1.0,0.0006295213825069368,0.0007044074591249228,1,4096,70.62068965517241,100.0
0.4007704555988312,0.1530681848526001,0.0032386307138949633,0.0034242956899106503,0.9457773362457802,1.0,0.00023458748182747513,0.00028984976233914495,5,20480,353.1034482758621,100.0
0.4007704555988312,0.1530681848526001,0.0023603152949362993,0.0025694610085338354,0.9185996989641528,1.0,3.047603058803361e-05,4.12585141020827e-05,10,40960,706.2068965517242,100.0
0.4007704555988312,0.1530681848526001,0.0021079573780298233,0.002434793161228299,0.8657609007565154,1.0,5.585068265645532e-06,6.539686637552222e-06,15,61440,1059.3103448275863,100.0
0.4007704555988312,0.1530681848526001,0.0018611650448292494,0.0022032740525901318,0.844723149809624,1.0,6.166829734866042e-06,4.7474054554186296e-06,20,81920,1412.4137931034484,100.0
0.4007704555988312,0.1530681848526001,0.0016085526440292597,0.0019453353015705943,0.8268725571396391,1.0,5.478589628182817e-06,4.56688940175809e-06,25,102400,1765.5172413793102,100.0
0.4007704555988312,0.1530681848526001,0.0015195482410490513,0.0018795243231579661,0.8084705995131435,1.0,2.680787474673707e-05,2.255928484373726e-05,30,122880,2118.6206896551726,100.0
0.4007704555988312,0.1530681848526001,0.0014827570412307978,0.0018614614382386208,0.796551056745639,1.0,0.0004361806786619127,0.0003500836610328406,35,143360,2471.7241379310344,100.0
0.4007704555988312,0.1530681848526001,0.0013681936543434858,0.0017732578562572598,0.7715662636727978,1.0,0.0002333544980501756,0.0002224129857495427,40,163840,2824.8275862068967,100.0
0.4007704555988312,0.1530681848526001,0.0013996061170473695,0.0018055683467537165,0.775156680164972,1.0,0.0007261061109602451,0.0006270543672144413,45,184320,3177.9310344827586,100.0
0.4007704555988312,0.1530681848526001,0.0012898483546450734,0.0017302827909588814,0.7454509210145148,1.0,0.0006094847340136766,0.0005326370592229068,48,196608,3389.793103448276,100.0
