rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent
0.01859934628009796,0.01408859621733427,0.00014050479512661695,0.008431687019765377,0.016663880924237325,0.8481848184818482,0.0040372638031840324,0.00028066689264960587,1,4096,6.759075907590759,84.81848184818482
0.01859934628009796,0.01408859621733427,6.625496462220326e-05,0.0032354164868593216,0.020477969408761926,0.9983498349834984,0.0020375032909214497,0.00026591026107780635,5,20480,33.79537953795379,99.83498349834984
0.01859934628009796,0.01408859621733427,4.117731805308722e-05,0.002218890469521284,0.018557532714376778,1.0,0.00031056671286933124,7.728815398877487e-05,10,40960,67.59075907590758,100.0
0.01859934628009796,0.01408859621733427,3.513117189868353e-05,0.0020369866397231817,0.017246553682807104,1.0,5.983972005196847e-05,2.7025183953810483e-05,15,61440,101.38613861386139,100.0
0.01859934628009796,0.01408859621733427,3.1482755730394274e-05,0.0018674011807888746,0.01685903782427532,1.0,1.3375404705584515e-05,7.428747721860418e-06,20,81920,135.18151815181517,100.0
0.01859934628009796,0.01408859621733427,2.742172364378348e-05,0.0015858205733820796,0.017291710794364076,1.0,3.779050075536361e-06,1.6552420447624172e-06,25,102400,168.97689768976898,100.0
0.01859934628009796,0.01408859621733427,2.3212482119561173e-05,0.0012761090183630586,0.018189903751561497,1.0,1.4950364857213572e-06,3.6055445207239245e-07,30,122880,202.77227722772278,100.0
0.01859934628009796,0.01408859621733427,2.1937004930805415e-05,0.0012058420106768608,0.018192120373454353,1.0,7.536242492278689e-07,1.2310425745454268e-07,35,143360,236.56765676567656,100.0
0.01859934628009796,0.01408859621733427,2.0862140445387922e-05,0.0011733422288671136,0.01777994700323754,1.0,3.400750756554771e-07,6.060385260298062e-08,40,163840,270.36303630363034,100.0
0.01859934628009796,0.01408859621733427,1.958285429282114e-05,0.0010898303007707,0.01796855399729004,1.0,1.7915679961788555e-07,3.511316393201014e-08,45,184320,304.15841584158414,100.0
0.01859934628009796,0.01408859621733427,1.8830345652531832e-05,0.0010427101515233517,0.018058868072149393,1.0,1.603053618737249e-07,3.872963816320407e-08,48,196608,324.43564356435644,100.0
