metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,1.0
coord_plus_nuisance_vs_idm_online_joint,0.0029933393863197377
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,0.12406959324362266
crtr_learned_vs_idm_online_joint,9.103828801926284e-14
idm_learned_vs_crtr_online_joint,8.4939839606335e-09
idm_learned_vs_idm_online_joint,0.0
crtr_online_joint_vs_idm_online_joint,0.000631393050225082
