update,env_steps,mean_reward,mean_reward_ext,mean_reward_int,value_loss,policy_loss,entropy,rep_loss,alpha,p_succ_hat,int_sigma,success_rate,two_critic
1,4096,0.5420748591423035,0.000244140625,0.5703481435775757,23.19805908203125,0.017757711932063103,1.3790903091430664,nan,0.95,0.05,1.0,0.03125,0.0
2,8192,0.4910871684551239,0.00048828125,0.5435998439788818,16.77377700805664,-0.003362438641488552,1.374295949935913,nan,0.9025,0.0975,1.0,0.0625,0.0
3,12288,0.48034411668777466,0.0,0.5293776988983154,15.165660858154297,0.0013950876891613007,1.3698585033416748,nan,0.907375,0.092625,1.0,0.0,0.0
4,16384,0.45682549476623535,0.000732421875,0.5291064977645874,13.154886245727539,-0.003911321051418781,1.3746778964996338,nan,0.86200625,0.13799375,1.0,0.09375,0.0
5,20480,0.43048620223999023,0.000244140625,0.5253864526748657,12.844531059265137,0.03824911266565323,1.3655827045440674,nan,0.8189059375000001,0.18109406249999999,1.0,0.03125,0.0
6,24576,0.40594595670700073,0.000244140625,0.5214940309524536,11.969877243041992,0.033886998891830444,1.3759522438049316,nan,0.777960640625,0.22203935937499997,1.0,0.03125,0.0
7,28672,0.3891451954841614,0.0009765625,0.5252175331115723,12.94917106628418,0.00125985499471426,1.3493688106536865,nan,0.7390626085937501,0.26093739140624994,1.0,0.125,0.0
8,32768,0.38277319073677063,0.00048828125,0.5444805026054382,13.552813529968262,-0.03669892996549606,1.3249307870864868,nan,0.7021094781640626,0.29789052183593745,1.0,0.0625,0.0
9,36864,0.364497572183609,0.000244140625,0.546103835105896,12.145977020263672,-0.04970657080411911,1.3168561458587646,nan,0.6670040042558594,0.33299599574414057,1.0,0.03125,0.0
10,40960,0.3406040668487549,0.000244140625,0.5371386408805847,11.86495590209961,-0.005691271275281906,1.3439607620239258,nan,0.6336538040430665,0.3663461959569335,1.0,0.03125,0.0
11,45056,0.3470929265022278,0.0,0.5323746800422668,13.195487022399902,0.047265421599149704,1.3343268632888794,nan,0.6519711138409132,0.34802888615908684,1.0,0.0,0.0
12,49152,0.33116400241851807,0.0009765625,0.533099889755249,12.135631561279297,0.023805560544133186,1.354601263999939,nan,0.6193725581488676,0.38062744185113245,1.0,0.125,0.0
13,53248,0.3087124526500702,0.000244140625,0.5242457985877991,11.77271842956543,0.001487727276980877,1.3735713958740234,nan,0.5884039302414241,0.4115960697585758,1.0,0.03125,0.0
14,57344,0.2987200617790222,0.001220703125,0.5322147011756897,11.17142391204834,0.008761053904891014,1.3644232749938965,nan,0.5589837337293531,0.441016266270647,1.0,0.15625,0.0
15,61440,0.30292192101478577,0.0,0.521349310874939,11.601570129394531,-0.018828868865966797,1.3565213680267334,nan,0.5810345470428854,0.4189654529571146,1.0,0.0,0.0
16,65536,0.3275894522666931,0.0,0.5441840887069702,11.39031982421875,-0.007563961669802666,1.3448586463928223,nan,0.6019828196907411,0.39801718030925887,1.0,0.0,0.0
17,69632,0.30623525381088257,0.00048828125,0.5346313714981079,10.383983612060547,-0.03583793714642525,1.359903335571289,nan,0.571883678706204,0.4281163212937959,1.0,0.0625,0.0
18,73728,0.31556040048599243,0.0,0.531882643699646,10.723180770874023,-0.014462437480688095,1.3770482540130615,nan,0.593289494770894,0.40671050522910607,1.0,0.0,0.0
