rep,value
coord_only,0.0145414462313056
coord_only,0.01370568759739399
coord_only,0.013040590099990368
coord_only,0.012326228432357311
coord_only,0.012312745675444603
coord_only,0.012533570639789104
coord_only,0.012976747006177902
coord_only,0.013620588928461075
coord_only,0.01443827897310257
coord_only,0.012103154323995113
coord_only,0.011361460201442242
coord_only,0.013689570128917694
coord_only,0.013016298413276672
coord_only,0.012105110101401806
coord_only,0.011378148570656776
coord_only,0.010872429236769676
coord_only,0.01061960682272911
coord_only,0.010637730360031128
coord_only,0.010925447568297386
coord_only,0.011462479829788208
coord_only,0.013148816302418709
coord_only,0.012578912079334259
coord_only,0.011077208444476128
coord_only,0.012842310592532158
coord_only,0.01239276584237814
coord_only,0.011463318020105362
coord_only,0.010726305656135082
coord_only,0.010223429650068283
coord_only,0.00999011006206274
coord_only,0.010045148432254791
coord_only,0.010980308055877686
coord_only,0.011795196682214737
coord_only,0.012786912731826305
coord_only,0.010367874056100845
coord_only,0.010227257385849953
coord_only,0.012985835783183575
coord_only,0.012803269550204277
coord_only,0.011936000548303127
coord_only,0.010817292146384716
coord_only,0.010716120712459087
coord_only,0.011066812090575695
coord_only,0.011659006588160992
coord_only,0.01342778466641903
coord_only,0.013375918380916119
coord_only,0.01153609436005354
coord_only,0.012386888265609741
coord_only,0.014089907519519329
coord_only,0.014158154837787151
coord_only,0.01340579055249691
coord_only,0.01283729076385498
coord_only,0.012477811425924301
coord_only,0.012345626018941402
coord_only,0.012447978369891644
coord_only,0.013322321698069572
coord_only,0.014052714221179485
coord_only,0.014942964538931847
coord_only,0.01359524019062519
coord_only,0.01595636084675789
coord_plus_nuisance,0.015352795831859112
coord_plus_nuisance,0.014559848234057426
coord_plus_nuisance,0.013930996879935265
coord_plus_nuisance,0.013253897428512573
coord_plus_nuisance,0.013235678896307945
coord_plus_nuisance,0.01343561988323927
coord_plus_nuisance,0.01384417712688446
coord_plus_nuisance,0.014443508349359035
coord_plus_nuisance,0.01521092839539051
coord_plus_nuisance,0.013066518120467663
coord_plus_nuisance,0.012369250878691673
coord_plus_nuisance,0.014506879262626171
coord_plus_nuisance,0.013936209492385387
coord_plus_nuisance,0.013082949444651604
coord_plus_nuisance,0.012406108900904655
coord_plus_nuisance,0.011936078779399395
coord_plus_nuisance,0.011698195710778236
coord_plus_nuisance,0.011706873774528503
coord_plus_nuisance,0.011961574666202068
coord_plus_nuisance,0.012446960434317589
coord_plus_nuisance,0.014001603238284588
coord_plus_nuisance,0.013537049293518066
coord_plus_nuisance,0.01209738664329052
coord_plus_nuisance,0.01371725182980299
coord_plus_nuisance,0.013372032903134823
coord_plus_nuisance,0.012507244944572449
coord_plus_nuisance,0.011825969442725182
coord_plus_nuisance,0.011361723765730858
coord_plus_nuisance,0.011142179369926453
coord_plus_nuisance,0.011182082816958427
coord_plus_nuisance,0.01201258972287178
coord_plus_nuisance,0.012753613293170929
coord_plus_nuisance,0.013667751103639603
coord_plus_nuisance,0.011498364619910717
coord_plus_nuisance,0.011351257562637329
coord_plus_nuisance,0.013855642639100552
coord_plus_nuisance,0.013766403310000896
coord_plus_nuisance,0.012954833917319775
coord_plus_nuisance,0.011911170557141304
coord_plus_nuisance,0.011798474937677383
coord_plus_nuisance,0.01210804097354412
coord_plus_nuisance,0.012642083689570427
coord_plus_nuisance,0.014271469786763191
coord_plus_nuisance,0.014305656775832176
coord_plus_nuisance,0.012572528794407845
coord_plus_nuisance,0.013318161480128765
coord_plus_nuisance,0.014896007254719734
coord_plus_nuisance,0.01504351943731308
coord_plus_nuisance,0.014329159632325172
coord_plus_nuisance,0.013789373449981213
coord_plus_nuisance,0.013445375487208366
coord_plus_nuisance,0.013312501832842827
