rep,value
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_only,0.0
coord_plus_nuisance,0.0005797843914479017
coord_plus_nuisance,0.0006113239214755595
coord_plus_nuisance,0.0006389693589881063
coord_plus_nuisance,0.000672114547342062
coord_plus_nuisance,0.0006735273636877537
coord_plus_nuisance,0.0006641304353252053
coord_plus_nuisance,0.0006452503730542958
coord_plus_nuisance,0.0006192328291945159
coord_plus_nuisance,0.0005887445877306163
coord_plus_nuisance,0.0006825414602644742
coord_plus_nuisance,0.0007214429206214845
coord_plus_nuisance,0.0006176073802635074
coord_plus_nuisance,0.00064146111253649
coord_plus_nuisance,0.0006833759252913296
coord_plus_nuisance,0.0007207792368717492
coord_plus_nuisance,0.0007493258453905582
coord_plus_nuisance,0.0007647701422683895
coord_plus_nuisance,0.0007644533761776984
coord_plus_nuisance,0.0007484665256924927
coord_plus_nuisance,0.0007196040241979063
coord_plus_nuisance,0.000640405691228807
coord_plus_nuisance,0.0006622598739340901
coord_plus_nuisance,0.0007418625173158944
coord_plus_nuisance,0.0006543381605297327
coord_plus_nuisance,0.0006724510458298028
coord_plus_nuisance,0.0007193314377218485
