metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,0.4442399643859414
coord_only_vs_idm_online_joint,0.0
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,0.016378419004029254
coord_plus_nuisance_vs_idm_online_joint,0.0
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,9.122019929863612e-06
crtr_learned_vs_idm_online_joint,0.0
idm_learned_vs_crtr_online_joint,2.4065460735300803e-10
idm_learned_vs_idm_online_joint,0.0
crtr_online_joint_vs_idm_online_joint,1.1326017901325258e-09
