metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,0.20198638820855175
coord_plus_nuisance_vs_idm_learned,0.20656469065729377
coord_plus_nuisance_vs_crtr_online_joint,0.20416446282122536
coord_plus_nuisance_vs_idm_online_joint,0.2017874322300024
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,0.9995440228343513
idm_learned_vs_crtr_online_joint,0.9945681133852082
idm_learned_vs_idm_online_joint,0.9891419230350786
crtr_online_joint_vs_idm_online_joint,0.9945735524785455
