metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,7.323718902441101e-07
coord_only_goal_vs_idm_learned_goal,2.1795304590011e-06
coord_only_goal_vs_crtr_online_joint_goal,1.0
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,6.12725870041686e-10
coord_plus_nuisance_goal_vs_idm_learned_goal,1.7013126463183426e-09
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,0.1281510308970535
coord_plus_nuisance_goal_vs_idm_online_joint_goal,0.5765508301958882
crtr_learned_goal_vs_idm_learned_goal,1.0
crtr_learned_goal_vs_crtr_online_joint_goal,1.0
crtr_learned_goal_vs_idm_online_joint_goal,1.0
idm_learned_goal_vs_crtr_online_joint_goal,1.0
idm_learned_goal_vs_idm_online_joint_goal,1.0
crtr_online_joint_goal_vs_idm_online_joint_goal,1.0
