metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,0.0001435588639384644
coord_plus_nuisance_vs_idm_learned,0.00023082454814038478
coord_plus_nuisance_vs_crtr_online_joint,0.00465956836467063
coord_plus_nuisance_vs_idm_online_joint,1.6973800587294363e-08
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,0.00010986218901831712
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,6.81281117580479e-05
crtr_online_joint_vs_idm_online_joint,3.833930587893164e-06
