rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent
0.003083351533859968,0.0002956661337520927,0.00012724357657134533,5.3648269386030734e-05,2.3713693719028446,0.8481848184818482,0.004161925986409187,0.00028797602863050997,1,4096,6.759075907590759,84.81848184818482
0.006752196699380875,0.0014763061190024018,0.0007970837759785354,0.0005248410161584616,1.5186857821341857,0.9933993399339934,0.0017580569256097078,8.866015559760854e-05,5,20480,33.79537953795379,99.33993399339934
0.020932795479893684,0.005526215303689241,0.0006843082956038415,0.0005740955821238458,1.1919554815549986,1.0,0.00030337742646224797,2.8036904041073285e-05,10,40960,67.59075907590758,100.0
0.056039102375507355,0.019866999238729477,0.0005414548795670271,0.0005543679581023753,0.9766890469823446,1.0,6.496960122603923e-05,1.6427255104645155e-05,15,61440,101.38613861386139,100.0
0.10717980563640594,0.06653915345668793,0.0005891782348044217,0.0004698829143308103,1.2538563933092914,1.0,1.162131411547307e-05,2.372983090026537e-06,20,81920,135.18151815181517,100.0
0.11219115555286407,0.13768403232097626,0.0006358232349157333,0.0010897299507632852,0.5834632698107328,1.0,3.659277581391507e-06,6.113599511081702e-07,25,102400,168.97689768976898,100.0
0.11925174295902252,0.2821776866912842,0.0012461687438189983,0.002290035830810666,0.5441676000771828,1.0,1.523600417385751e-06,2.668590752819e-07,30,122880,202.77227722772278,100.0
0.09751784056425095,0.20529456436634064,0.0007216636440716684,0.001774548669345677,0.40667218082891754,1.0,6.417224085453199e-07,1.4252258040414745e-07,35,143360,236.56765676567656,100.0
0.07375349849462509,0.1811332255601883,0.0007054674788378179,0.002119132550433278,0.33290232348625093,1.0,2.943868935290084e-07,5.565914307226194e-08,40,163840,270.36303630363034,100.0
0.0549229234457016,0.13168582320213318,0.0005609430954791605,0.0019492118153721094,0.28777796916462056,1.0,1.1217716178180126e-07,2.4613928673034025e-08,45,184320,304.15841584158414,100.0
0.0630035251379013,0.13991548120975494,0.0005381617229431868,0.0018365280702710152,0.2930305293719128,1.0,7.673611435166094e-08,1.760876244816245e-08,48,196608,324.43564356435644,100.0
