metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,0.05793993967643729
coord_only_vs_idm_online_joint,0.0
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,8.734617649164278e-07
coord_plus_nuisance_vs_idm_online_joint,0.0
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,0.0
crtr_learned_vs_idm_online_joint,0.0
idm_learned_vs_crtr_online_joint,0.0
idm_learned_vs_idm_online_joint,0.0
crtr_online_joint_vs_idm_online_joint,0.005147219126447444
