metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,1.0
coord_only_goal_vs_crtr_online_joint_goal,1.0
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,0.0
coord_plus_nuisance_goal_vs_idm_learned_goal,0.0
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,0.0
coord_plus_nuisance_goal_vs_idm_online_joint_goal,0.0
crtr_learned_goal_vs_idm_learned_goal,1.0
crtr_learned_goal_vs_crtr_online_joint_goal,1.0
crtr_learned_goal_vs_idm_online_joint_goal,0.0010893559543245779
idm_learned_goal_vs_crtr_online_joint_goal,0.02290991443188939
idm_learned_goal_vs_idm_online_joint_goal,0.0
crtr_online_joint_goal_vs_idm_online_joint_goal,0.0006534076259887556
