metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,4.880496007331203e-11
coord_plus_nuisance_vs_idm_learned,1.6783524792174376e-08
coord_plus_nuisance_vs_crtr_online_joint,1.0292677821155394e-10
coord_plus_nuisance_vs_idm_online_joint,2.886579864025407e-15
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,0.8206081836920738
crtr_learned_vs_idm_online_joint,2.658805646760243e-07
idm_learned_vs_crtr_online_joint,0.02143867718571535
idm_learned_vs_idm_online_joint,5.540012892879531e-13
crtr_online_joint_vs_idm_online_joint,0.0007709558928787885
