rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent,success_rate,p_succ_hat
0.7333333492279053,0.8273115754127502,0.003984551411122084,0.00489825801923871,0.8134612878413631,1.0,0.0024260859936475754,0.002768388483673334,1,4096,40.96,100.0,0.25,0.0
0.7333333492279053,0.8273115754127502,0.0017633386887609959,0.002190260449424386,0.8050780620376858,1.0,0.0012216810137033463,0.001419674139469862,5,20480,204.8,100.0,0.21875,0.0
0.7333333492279053,0.8273115754127502,0.0012597444001585245,0.0016230104956775904,0.776172823148852,1.0,7.353279215749353e-05,8.43282396090217e-05,10,40960,409.6,100.0,0.0625,0.0
0.7333333492279053,0.8273115754127502,0.00102577218785882,0.001421779510565102,0.7214655757666395,1.0,1.2126598448958248e-05,1.4809874301136006e-05,15,61440,614.4,100.0,0.09375,0.0
0.7333333492279053,0.8273115754127502,0.0009073290275409818,0.001276336144655943,0.7108800628575292,1.0,8.099564183794428e-06,1.2174670700915158e-05,20,81920,819.2,100.0,0.0625,0.0
0.7333333492279053,0.8273115754127502,0.00079615373397246,0.0011258535087108612,0.7071494260295138,1.0,2.0313411823735805e-06,2.6533562049735337e-06,25,102400,1024.0,100.0,0.21875,0.0
0.7333333492279053,0.8273115754127502,0.0007416420849040151,0.0010548920836299658,0.7030435302127673,1.0,5.916348300161189e-07,7.45155602999148e-07,30,122880,1228.8,100.0,0.09375,0.0
0.7333333492279053,0.8273115754127502,0.0006878062849864364,0.0009853480150923133,0.6980267826024628,1.0,2.695493321880349e-07,3.7937155639156117e-07,35,143360,1433.6,100.0,0.15625,0.0
0.7333333492279053,0.8273115754127502,0.0006613911828026175,0.0009239279315806925,0.7158394088995735,1.0,2.2716680803114286e-07,4.197899841074104e-07,40,163840,1638.4,100.0,0.125,0.0
0.7333333492279053,0.8273115754127502,0.0006338286329992115,0.0008805763209238648,0.719780239527491,1.0,1.4024296035586303e-07,1.828458522368237e-07,45,184320,1843.2,100.0,0.0,0.0
0.7333333492279053,0.8273115754127502,0.0006135068251751363,0.0008639805018901825,0.7100851500484621,1.0,8.10581681776057e-08,1.0053187082803561e-07,48,196608,1966.08,100.0,0.03125,0.0
