metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,7.409095559296475e-11
coord_plus_nuisance_vs_idm_learned,3.344877142574809e-05
coord_plus_nuisance_vs_crtr_online_joint,1.8883719254958464e-08
coord_plus_nuisance_vs_idm_online_joint,1.6504797528682502e-11
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,5.54285994880388e-09
idm_learned_vs_crtr_online_joint,0.0008968882747608653
idm_learned_vs_idm_online_joint,2.3651303138194635e-11
crtr_online_joint_vs_idm_online_joint,8.250302503398643e-07
