metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,1.0
coord_only_goal_vs_crtr_online_joint_goal,1.0
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,5.142451236550549e-05
coord_plus_nuisance_goal_vs_idm_learned_goal,1.0
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,4.676080043686248e-05
coord_plus_nuisance_goal_vs_idm_online_joint_goal,4.517929054803638e-05
crtr_learned_goal_vs_idm_learned_goal,1.0
crtr_learned_goal_vs_crtr_online_joint_goal,0.945121184645165
crtr_learned_goal_vs_idm_online_joint_goal,0.9253467037301191
idm_learned_goal_vs_crtr_online_joint_goal,2.837330370653035e-10
idm_learned_goal_vs_idm_online_joint_goal,2.7085045317676304e-10
crtr_online_joint_goal_vs_idm_online_joint_goal,0.9801600815647638
