rep,value
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,1.6666667461395264
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
coord_plus_nuisance,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.18294784426689148
crtr_learned,0.23983721435070038
crtr_learned,0.2360273003578186
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.23964259028434753
crtr_learned,0.1918196678161621
crtr_learned,0.157636821269989
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.22479316592216492
crtr_learned,0.27868255972862244
crtr_learned,0.33569952845573425
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.28524577617645264
crtr_learned,0.2596892714500427
crtr_learned,0.2210402488708496
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.28957581520080566
crtr_learned,0.3774973750114441
crtr_learned,0.4232010543346405
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.3811225891113281
crtr_learned,0.2822461724281311
crtr_learned,0.1675848811864853
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
crtr_learned,0.0
