rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent,success_rate,p_succ_hat
0.01167023554444313,0.007237019948661327,0.00010759811266325414,0.00266114785335958,0.040432818567082314,1.0,0.001780009944923222,0.00015209596313070506,1,4096,70.62068965517241,100.0,0.28125,0.0
0.01167023554444313,0.007237019948661327,0.000130613858345896,0.0020850002765655518,0.06264422761553212,1.0,0.0006845592870377004,0.00010984010441461578,5,20480,353.1034482758621,100.0,0.1875,0.0
0.01167023554444313,0.007237019948661327,0.00014913611812517047,0.0023035320919007063,0.06474208509127558,1.0,8.566335600335151e-05,3.630967694334686e-05,10,40960,706.2068965517242,100.0,0.09375,0.0
0.01167023554444313,0.007237019948661327,0.00011446887219790369,0.0016189784510061145,0.07070394611324586,1.0,2.270568802487105e-05,1.5379309843410738e-05,15,61440,1059.3103448275863,100.0,0.125,0.0
0.01167023554444313,0.007237019948661327,9.822862921282649e-05,0.0011473794002085924,0.08561054267624295,1.0,0.00010761627345345914,0.00013172191393096,20,81920,1412.4137931034484,100.0,0.03125,0.0
0.01167023554444313,0.007237019948661327,9.723399125505239e-05,0.000936194381210953,0.10385979088164815,1.0,0.0001911558210849762,0.00013195376959629357,25,102400,1765.5172413793102,100.0,0.15625,0.0
0.01167023554444313,0.007237019948661327,0.00011236365389777347,0.00176557048689574,0.0636411960438758,1.0,0.0002133221278199926,0.0001042776566464454,30,122880,2118.6206896551726,100.0,0.1875,0.0
0.01167023554444313,0.007237019948661327,0.0001045003009494394,0.0015669423155486584,0.06669016019983308,1.0,0.0002001458196900785,6.606727401958779e-05,35,143360,2471.7241379310344,100.0,0.28125,0.0
0.01167023554444313,0.007237019948661327,8.700391481397673e-05,0.0008755090530030429,0.09937409644661878,1.0,0.00018769346934277564,8.096230158116668e-05,40,163840,2824.8275862068967,100.0,0.0625,0.0
0.01167023554444313,0.007237019948661327,8.914452337194234e-05,0.001050004386343062,0.08489838285207736,1.0,0.00015243059897329658,9.842899453360587e-05,45,184320,3177.9310344827586,100.0,0.03125,0.0
0.01167023554444313,0.007237019948661327,9.15455530048348e-05,0.0010549739236012101,0.08677435831661028,1.0,0.00021311604359652847,0.0001515814510639757,48,196608,3389.793103448276,100.0,0.0625,0.0
