metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,0.0003527177764250933
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,0.01504155918019956
coord_only_goal_vs_crtr_online_joint_goal,2.3072444887972665e-07
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,1.0
coord_plus_nuisance_goal_vs_idm_learned_goal,1.0
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,0.004366281742223421
coord_plus_nuisance_goal_vs_idm_online_joint_goal,1.0
crtr_learned_goal_vs_idm_learned_goal,0.0015663915051828958
crtr_learned_goal_vs_crtr_online_joint_goal,1.4366447365077306e-07
crtr_learned_goal_vs_idm_online_joint_goal,1.0
idm_learned_goal_vs_crtr_online_joint_goal,0.00010003456830731672
idm_learned_goal_vs_idm_online_joint_goal,1.0
crtr_online_joint_goal_vs_idm_online_joint_goal,1.0
