rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent
0.014040040783584118,0.01410724688321352,8.362260268768296e-05,0.007173876278102398,0.011656527500712265,0.8448844884488449,7.363299232565623e-07,2.820868076014449e-06,1,4096,6.759075907590759,84.48844884488449
0.014040040783584118,0.01410724688321352,3.0961902666604146e-05,0.002308653900399804,0.013411178067644365,0.9983498349834984,6.241071446311253e-07,2.762411895673722e-06,5,20480,33.79537953795379,99.83498349834984
0.014040040783584118,0.01410724688321352,2.4083759853965603e-05,0.0017460992094129324,0.01379281417458586,1.0,1.2844456875882315e-07,3.849907841413369e-07,10,40960,67.59075907590758,100.0
0.014040040783584118,0.01410724688321352,1.9718496332643554e-05,0.001383521012030542,0.014252298041157506,1.0,1.9601406719971237e-08,6.331254098768113e-08,15,61440,101.38613861386139,100.0
0.014040040783584118,0.01410724688321352,1.631341547181364e-05,0.0011191085213795304,0.014577022147488183,1.0,5.345685671898082e-09,1.6419775761278288e-08,20,81920,135.18151815181517,100.0
0.014040040783584118,0.01410724688321352,1.4553888831869699e-05,0.000988480867817998,0.014723341717861351,1.0,1.4856620378367325e-09,4.992291025018858e-09,25,102400,168.97689768976898,100.0
0.014040040783584118,0.01410724688321352,1.3408433005679399e-05,0.0009077023132704198,0.014771676895480037,1.0,7.586830053085691e-10,2.3183193142983782e-09,30,122880,202.77227722772278,100.0
0.014040040783584118,0.01410724688321352,1.2412840987963136e-05,0.0008508104365319014,0.014589260500793951,1.0,3.3874308913439677e-10,1.2064188537053155e-09,35,143360,236.56765676567656,100.0
0.014040040783584118,0.01410724688321352,1.1638028809102252e-05,0.0008038536761887372,0.014477614990989825,1.0,1.389281606423154e-10,4.3204734234691955e-10,40,163840,270.36303630363034,100.0
0.014040040783584118,0.01410724688321352,1.1085980077041313e-05,0.0007759401923976839,0.014286973810504082,1.0,8.567392628666681e-11,2.44793130210752e-10,45,184320,304.15841584158414,100.0
0.014040040783584118,0.01410724688321352,1.0726151231210679e-05,0.0007392778061330318,0.014508762544475879,1.0,6.078269831899519e-11,1.884633143989234e-10,48,196608,324.43564356435644,100.0
