metric,value
coord_only_vs_coord_plus_nuisance,5.751177312163236e-12
coord_only_vs_crtr_learned,4.07546571177253e-05
coord_only_vs_idm_learned,4.882561022157006e-10
coord_only_vs_crtr_online_joint,4.013456234019941e-12
coord_only_vs_idm_online_joint,5.958071171630053e-05
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,0.09212222551488725
coord_plus_nuisance_vs_idm_online_joint,1.0
crtr_learned_vs_idm_learned,1.3528425304443203e-06
crtr_learned_vs_crtr_online_joint,1.078337419357922e-11
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,1.8840805700026664e-06
idm_learned_vs_idm_online_joint,1.0
crtr_online_joint_vs_idm_online_joint,1.0
