metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,0.36263939626507735
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,1.0
coord_only_goal_vs_crtr_online_joint_goal,9.880984919163893e-14
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,1.0
coord_plus_nuisance_goal_vs_idm_learned_goal,1.0
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,3.0509150761304227e-11
coord_plus_nuisance_goal_vs_idm_online_joint_goal,1.0
crtr_learned_goal_vs_idm_learned_goal,1.0
crtr_learned_goal_vs_crtr_online_joint_goal,0.0
crtr_learned_goal_vs_idm_online_joint_goal,1.0
idm_learned_goal_vs_crtr_online_joint_goal,4.609637560548663e-09
idm_learned_goal_vs_idm_online_joint_goal,1.0
crtr_online_joint_goal_vs_idm_online_joint_goal,1.0
