metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,2.2532087307070015e-10
coord_plus_nuisance_vs_idm_learned,9.605284210234544e-07
coord_plus_nuisance_vs_crtr_online_joint,6.508438232799563e-11
coord_plus_nuisance_vs_idm_online_joint,1.616839995222108e-11
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,0.016244401645532758
crtr_learned_vs_idm_online_joint,3.416756877427929e-09
idm_learned_vs_crtr_online_joint,5.909462030828649e-09
idm_learned_vs_idm_online_joint,2.4122259745240626e-11
crtr_online_joint_vs_idm_online_joint,2.859570717994586e-07
