metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,2.7704594174338126e-10
coord_plus_nuisance_vs_idm_learned,0.10327102115521258
coord_plus_nuisance_vs_crtr_online_joint,1.352318479419523e-09
coord_plus_nuisance_vs_idm_online_joint,2.0672705731694663e-06
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,8.886505531435773e-09
idm_learned_vs_idm_online_joint,0.00010915114771647971
crtr_online_joint_vs_idm_online_joint,1.0
