rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent,success_rate,p_succ_hat
0.4307533800601959,0.10796450078487396,0.004995645955204964,0.0053248098120093346,0.9381812214449081,1.0,0.0004212808853480965,0.00019422828336246312,1,4096,70.62068965517241,100.0,0.375,0.0
0.4307533800601959,0.10796450078487396,0.0024954502005130053,0.002476318506523967,1.0077217921364883,1.0,0.00014325928350444883,6.79547229083255e-05,5,20480,353.1034482758621,100.0,0.1875,0.0
0.4307533800601959,0.10796450078487396,0.0016525518149137497,0.0016720378771424294,0.9883400095803484,1.0,1.6218631571973674e-05,9.300748388341162e-06,10,40960,706.2068965517242,100.0,0.09375,0.0
0.4307533800601959,0.10796450078487396,0.001368029392324388,0.0013226578012108803,1.0342955283798245,1.0,3.571820570869022e-06,2.597286083982908e-06,15,61440,1059.3103448275863,100.0,0.0625,0.0
0.4307533800601959,0.10796450078487396,0.001235772855579853,0.0011566675966605544,1.068381422055424,1.0,1.4485445944956155e-06,1.3495360917659127e-06,20,81920,1412.4137931034484,100.0,0.15625,0.0
0.4307533800601959,0.10796450078487396,0.0011196332052350044,0.0010647897142916918,1.0514965304811226,1.0,2.668430738594907e-07,2.204034643682462e-07,25,102400,1765.5172413793102,100.0,0.1875,0.0
0.4307533800601959,0.10796450078487396,0.001013214117847383,0.0009929703082889318,1.0203768487547527,1.0,1.148442834164598e-07,1.0057147648012688e-07,30,122880,2118.6206896551726,100.0,0.125,0.0
0.4307533800601959,0.10796450078487396,0.000979384290985763,0.0009269507718272507,1.0565541938254557,1.0,4.17773300398494e-08,3.4928241632314894e-08,35,143360,2471.7241379310344,100.0,0.125,0.0
0.4307533800601959,0.10796450078487396,0.0009287217981182039,0.0008798257331363857,1.0555627182900973,1.0,2.9280318614155476e-08,2.493326078933933e-08,40,163840,2824.8275862068967,100.0,0.15625,0.0
0.4307533800601959,0.10796450078487396,0.0009285412961617112,0.0008946899324655533,1.0378242609261188,1.0,3.18237489693729e-08,2.796943121552431e-08,45,184320,3177.9310344827586,100.0,0.0625,0.0
0.4307533800601959,0.10796450078487396,0.0008602152811363339,0.0008191235829144716,1.0501526235509646,1.0,1.7647611372240135e-08,1.3395524689485683e-08,48,196608,3389.793103448276,100.0,0.25,0.0
