metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,2.882161176387399e-11
coord_plus_nuisance_vs_idm_learned,0.28271777732619463
coord_plus_nuisance_vs_crtr_online_joint,1.121499049183683e-08
coord_plus_nuisance_vs_idm_online_joint,1.476727629068364e-10
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,5.690578941397462e-08
idm_learned_vs_idm_online_joint,2.6831603605614873e-10
crtr_online_joint_vs_idm_online_joint,0.00011906807616313131
