metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,2.9062974249427498e-11
coord_plus_nuisance_vs_idm_learned,1.3442117818840416e-07
coord_plus_nuisance_vs_crtr_online_joint,3.9025751519261576e-09
coord_plus_nuisance_vs_idm_online_joint,5.108169083190006e-05
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,0.034275493461673134
idm_learned_vs_idm_online_joint,1.0
crtr_online_joint_vs_idm_online_joint,1.0
