metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,4.929589780822141e-08
coord_plus_nuisance_vs_idm_learned,0.001996267863428214
coord_plus_nuisance_vs_crtr_online_joint,5.510534784036736e-08
coord_plus_nuisance_vs_idm_online_joint,7.154086589800102e-08
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,0.003349413540175483
idm_learned_vs_idm_online_joint,0.00522704316640521
crtr_online_joint_vs_idm_online_joint,1.0
