metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,7.605693852497097e-11
coord_plus_nuisance_vs_idm_learned,1.6777984335192286e-08
coord_plus_nuisance_vs_crtr_online_joint,3.6360248145683727e-11
coord_plus_nuisance_vs_idm_online_joint,1.5543122344752192e-15
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,0.5793722639315182
crtr_learned_vs_idm_online_joint,2.597251680391821e-08
idm_learned_vs_crtr_online_joint,0.007878395199557353
idm_learned_vs_idm_online_joint,7.30526750203353e-14
crtr_online_joint_vs_idm_online_joint,4.331181592576172e-05
