rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent,success_rate,p_succ_hat
0.0023826765827834606,0.00027398893143981695,2.9813978471793234e-05,3.8397098251152784e-05,0.7762621970770305,0.7755775577557755,0.0019058940233662724,0.0001640494738239795,1,4096,6.759075907590759,77.55775577557755,0.03125,0.05
0.002170901047065854,0.00032355933217331767,8.528563193976879e-05,7.728903437964618e-05,1.1033207933865936,1.0,0.0009292289614677429,0.00010166025458602235,5,20480,33.79537953795379,100.0,0.03125,0.18109406249999999
0.0019554677419364452,0.0002561947621870786,3.424803799134679e-05,3.467822170932777e-05,0.9873102829637814,1.0,0.00032326721702702343,6.353991921059787e-05,10,40960,67.59075907590758,100.0,0.0625,0.27835244595693354
0.001907158293761313,0.00030766098643653095,6.665709952358156e-05,7.01243698131293e-05,0.9504198825937581,1.0,0.0005366639816202223,0.0002672897244337946,15,61440,101.38613861386139,100.0,0.0,0.305752566587974
0.0025705681182444096,0.0006317112711258233,0.00037262553814798594,0.0003036650887224823,1.2270533606018468,1.0,0.0006597073515877128,0.00019035195873584598,20,81920,135.18151815181517,100.0,0.0,0.3292105076174736
0.0025613668840378523,0.0005823398823849857,0.00013521469372790307,0.00012733273615594953,1.0618170914932532,1.0,0.0016836841823533177,0.0004135457566007972,25,102400,168.97689768976898,100.0,0.03125,0.48095587771909953
0.0021153294946998358,0.0005745592643506825,0.0,0.0,0.0,1.0,0.0008678109152242541,0.0002730193082243204,30,122880,202.77227722772278,100.0,0.0625,0.5125232399576201
0.002226305892691016,0.000592059746850282,7.086437108227983e-05,4.324501060182229e-05,1.638292768775657,1.0,0.001136358012445271,0.00023415058967657387,35,143360,236.56765676567656,100.0,0.0,0.5252997756049447
0.0027691666036844254,0.0007272186921909451,0.0,0.0,0.0,1.0,0.001468436443246901,0.00026184029411524534,40,163840,270.36303630363034,100.0,0.03125,0.5490919528361337
0.002798452042043209,0.0007694130181334913,0.0,0.0,0.0,1.0,0.0018238546326756477,0.0003016808186657727,45,184320,304.15841584158414,100.0,0.0,0.5559709485392493
0.002560889348387718,0.0007049217238090932,4.4480479118647054e-05,2.4053237211774103e-05,1.8484827592890463,1.0,0.0018119625747203827,0.0001833111309679225,48,196608,324.43564356435644,100.0,0.03125,0.6193005920038389
