metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,0.0003527177764250933
coord_only_goal_vs_crtr_learned_goal,1.6597256902173285e-10
coord_only_goal_vs_idm_learned_goal,1.6587937690104582e-09
coord_only_goal_vs_crtr_online_joint_goal,5.734250851929801e-10
coord_only_goal_vs_idm_online_joint_goal,1.1312553116482604e-09
coord_plus_nuisance_goal_vs_crtr_learned_goal,2.3719373576369662e-08
coord_plus_nuisance_goal_vs_idm_learned_goal,1.9931395935923746e-06
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,2.7281483871988144e-07
coord_plus_nuisance_goal_vs_idm_online_joint_goal,9.797537843247994e-07
crtr_learned_goal_vs_idm_learned_goal,1.0
crtr_learned_goal_vs_crtr_online_joint_goal,1.0
crtr_learned_goal_vs_idm_online_joint_goal,1.0
idm_learned_goal_vs_crtr_online_joint_goal,0.42614611050883733
idm_learned_goal_vs_idm_online_joint_goal,0.7796631987933331
crtr_online_joint_goal_vs_idm_online_joint_goal,1.0
