metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,5.201861164039201e-11
coord_plus_nuisance_vs_idm_learned,1.679144636668184e-07
coord_plus_nuisance_vs_crtr_online_joint,3.1183651216792896e-09
coord_plus_nuisance_vs_idm_online_joint,2.0437274095286284e-10
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,0.011008970875606039
idm_learned_vs_idm_online_joint,2.908715357685665e-06
crtr_online_joint_vs_idm_online_joint,0.0054202288562514855
