metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,4.582980661638203e-10
coord_plus_nuisance_vs_idm_learned,2.8232833668706547e-06
coord_plus_nuisance_vs_crtr_online_joint,3.65726013917822e-08
coord_plus_nuisance_vs_idm_online_joint,1.78597061450958e-06
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,0.03051592099966083
idm_learned_vs_idm_online_joint,0.8373180984233541
crtr_online_joint_vs_idm_online_joint,1.0
