metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,0.3905530979871803
coord_plus_nuisance_vs_idm_learned,0.39814752736701564
coord_plus_nuisance_vs_crtr_online_joint,0.39927323287441574
coord_plus_nuisance_vs_idm_online_joint,0.39049156300401267
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,0.9999104706747857
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,0.9889278399821615
crtr_online_joint_vs_idm_online_joint,0.9873478529921602
