metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,4.4083403594186166e-11
coord_plus_nuisance_vs_idm_learned,0.10101910906138034
coord_plus_nuisance_vs_crtr_online_joint,3.396938286215345e-10
coord_plus_nuisance_vs_idm_online_joint,1.0575567532811192e-08
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,1.3260492703892623e-09
idm_learned_vs_idm_online_joint,1.4821374061391168e-07
crtr_online_joint_vs_idm_online_joint,1.0
