metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,0.4869722316184739
coord_only_goal_vs_crtr_online_joint_goal,0.000606482047140533
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,0.0032481603617475763
coord_plus_nuisance_goal_vs_idm_learned_goal,3.3884704953024425e-07
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,2.752604588707186e-09
coord_plus_nuisance_goal_vs_idm_online_joint_goal,1.8650347588522465e-06
crtr_learned_goal_vs_idm_learned_goal,0.0006916770568667907
crtr_learned_goal_vs_crtr_online_joint_goal,4.771754369414793e-07
crtr_learned_goal_vs_idm_online_joint_goal,0.005356837494830291
idm_learned_goal_vs_crtr_online_joint_goal,0.0035068752516584922
idm_learned_goal_vs_idm_online_joint_goal,1.0
crtr_online_joint_goal_vs_idm_online_joint_goal,1.0
