metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,0.927338528447402
coord_only_vs_idm_learned,0.004242761857265798
coord_only_vs_crtr_online_joint,2.9286785288018535e-06
coord_only_vs_idm_online_joint,4.089796005635193e-06
coord_plus_nuisance_vs_crtr_learned,1.0679162613991267e-05
coord_plus_nuisance_vs_idm_learned,1.7944964847416145e-08
coord_plus_nuisance_vs_crtr_online_joint,3.311910745651403e-10
coord_plus_nuisance_vs_idm_online_joint,3.890163746689268e-10
crtr_learned_vs_idm_learned,0.0025410939775829533
crtr_learned_vs_crtr_online_joint,3.802997892154991e-07
crtr_learned_vs_idm_online_joint,5.697738341137182e-07
idm_learned_vs_crtr_online_joint,0.0022646451422903002
idm_learned_vs_idm_online_joint,0.003480385547775633
crtr_online_joint_vs_idm_online_joint,1.0
