metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,3.979261364861486e-11
coord_plus_nuisance_vs_idm_learned,4.324696156743357e-11
coord_plus_nuisance_vs_crtr_online_joint,4.8222537074593674e-11
coord_plus_nuisance_vs_idm_online_joint,3.923217306578408e-11
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,0.7017586890296181
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,0.015560883386421143
crtr_online_joint_vs_idm_online_joint,0.0032979647237227905
