metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,0.05291813156834957
coord_only_goal_vs_crtr_online_joint_goal,0.02595796994281163
coord_only_goal_vs_idm_online_joint_goal,0.007121197701330351
coord_plus_nuisance_goal_vs_crtr_learned_goal,1.0
coord_plus_nuisance_goal_vs_idm_learned_goal,3.392508096666802e-08
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,2.04413594939723e-08
coord_plus_nuisance_goal_vs_idm_online_joint_goal,9.27858812005411e-09
crtr_learned_goal_vs_idm_learned_goal,7.754304753859742e-09
crtr_learned_goal_vs_crtr_online_joint_goal,5.1583206595040565e-09
crtr_learned_goal_vs_idm_online_joint_goal,2.7387270229439764e-09
idm_learned_goal_vs_crtr_online_joint_goal,0.7427279165769867
idm_learned_goal_vs_idm_online_joint_goal,0.3809344583952643
crtr_online_joint_goal_vs_idm_online_joint_goal,0.5803696023382425
