metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,7.30073779209306e-11
coord_plus_nuisance_vs_idm_learned,3.9601755852380904e-07
coord_plus_nuisance_vs_crtr_online_joint,8.763834102865076e-11
coord_plus_nuisance_vs_idm_online_joint,1.6434409388921267e-11
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0418190088401502e-08
idm_learned_vs_crtr_online_joint,4.771679429360631e-08
idm_learned_vs_idm_online_joint,3.7115643891638683e-11
crtr_online_joint_vs_idm_online_joint,1.5080068258566115e-06
