metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,7.811351565578661e-11
coord_plus_nuisance_vs_idm_learned,0.18471976521309186
coord_plus_nuisance_vs_crtr_online_joint,1.3032819268232743e-10
coord_plus_nuisance_vs_idm_online_joint,0.0034780765960200632
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,2.756288530747497e-10
idm_learned_vs_idm_online_joint,0.07466747933140372
crtr_online_joint_vs_idm_online_joint,1.0
