metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,0.9999588454497816
coord_plus_nuisance_vs_crtr_learned,1.0546545636813676e-08
coord_plus_nuisance_vs_idm_learned,1.0503339975542758e-08
coord_plus_nuisance_vs_crtr_online_joint,1.0507304137874485e-08
coord_plus_nuisance_vs_idm_online_joint,1.04685318191855e-08
crtr_learned_vs_idm_learned,0.983571872017792
crtr_learned_vs_crtr_online_joint,0.9850997713858232
crtr_learned_vs_idm_online_joint,0.970328703976916
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,0.9867549040595904
crtr_online_joint_vs_idm_online_joint,0.9852238357555914
