metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,5.33969379823418e-09
coord_only_vs_idm_online_joint,0.0
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,4.727329638853917e-13
coord_plus_nuisance_vs_idm_online_joint,0.0
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,4.1744385725905886e-14
crtr_learned_vs_idm_online_joint,0.0
idm_learned_vs_crtr_online_joint,0.0
idm_learned_vs_idm_online_joint,0.0
crtr_online_joint_vs_idm_online_joint,1.0
