rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent,success_rate,p_succ_hat
0.0035653728991746902,0.000226731484872289,9.54131901380606e-05,2.0569645130308345e-05,4.636289378845621,0.8366336633663366,2.999016146532085e-08,5.21356424698638e-09,1,4096,6.759075907590759,83.66336633663366,0.125,0.05
0.0036106212064623833,0.00029047808493487537,0.000232785998377949,7.302802259800956e-05,3.1871892214164754,0.9983498349834984,7.659996192899143e-09,1.5567266364868715e-09,5,20480,33.79537953795379,99.83498349834984,0.03125,0.2262190625
0.004572012461721897,0.0004744498583022505,0.0004591776814777404,0.0002873486664611846,1.5979252936147812,1.0,1.1334214677916066e-09,2.725382142187982e-10,10,40960,67.59075907590758,100.0,0.0625,0.353763060761621
0.008689644746482372,0.001145652262493968,0.0006641111103817821,0.00044287650962360203,1.4995062977786187,1.0,2.284661571039237e-09,6.880801484143717e-10,15,61440,101.38613861386139,100.0,0.0,0.4070854253089964
0.01266846340149641,0.0014722180785611272,0.0006542983464896679,0.0004643822321668267,1.4089347348398797,1.0,1.5698233823968621e-09,3.50916296021353e-10,20,81920,135.18151815181517,100.0,0.0625,0.45322025453818127
0.01818959414958954,0.003463961184024811,0.0007424326031468809,0.0004057639744132757,1.8296703336392948,1.0,1.0349582524327161e-08,3.6899658883982056e-09,25,102400,168.97689768976898,100.0,0.03125,0.5769122559505425
0.019200894981622696,0.0023549359757453203,0.0006494154804386199,0.0004070407885592431,1.5954163428530062,1.0,5.798074766971695e-07,1.3276233801207127e-07,30,122880,202.77227722772278,100.0,0.03125,0.6726227687646508
0.01622384414076805,0.001560964621603489,0.0005833389586769044,0.0005118715926073492,1.139597452030998,1.0,7.358931725320872e-06,1.5376467672467697e-06,35,143360,236.56765676567656,100.0,0.09375,0.7466817390985572
0.015499511733651161,0.0020701242610812187,0.0004856114974245429,0.0005116078536957502,0.9491683957404018,1.0,2.8410534014255973e-06,6.817753046561847e-07,40,163840,270.36303630363034,100.0,0.0625,0.8039871585938121
0.014639058150351048,0.001680869609117508,0.00041994499042630196,0.0004604780115187168,0.9119564026027485,1.0,2.6808999109562137e-07,5.2170864961453844e-08,45,184320,304.15841584158414,100.0,0.0,0.712478687314681
0.015296447090804577,0.0017319328617304564,0.0004291855148039758,0.000443608732894063,0.967464813769409,1.0,1.6812070668947854e-07,2.9869219986267126e-08,48,196608,324.43564356435644,100.0,0.03125,0.7083614145364246
