metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,0.06351710819649159
coord_only_vs_idm_online_joint,3.713073997158034e-07
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,0.001152800701992085
coord_plus_nuisance_vs_idm_online_joint,0.0
crtr_learned_vs_idm_learned,0.9748089843306578
crtr_learned_vs_crtr_online_joint,3.6403724479328048e-09
crtr_learned_vs_idm_online_joint,0.0
idm_learned_vs_crtr_online_joint,2.16029726085587e-06
idm_learned_vs_idm_online_joint,5.219720211613321e-10
crtr_online_joint_vs_idm_online_joint,1.0
