metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,1.0
coord_plus_nuisance_vs_idm_online_joint,1.0
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,6.660888107745677e-08
crtr_learned_vs_idm_online_joint,2.524066744502562e-07
idm_learned_vs_crtr_online_joint,3.831288045930137e-06
idm_learned_vs_idm_online_joint,0.0003396735299157072
crtr_online_joint_vs_idm_online_joint,1.0
