rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent
0.02218381129205227,0.014294831082224846,0.0001982983958441764,0.0029205225873738527,0.06789802541545568,1.0,2.2984329461905872e-06,3.5996017686557025e-06,1,4096,70.62068965517241,100.0
0.02218381129205227,0.014294831082224846,0.00019931606948375702,0.001736656529828906,0.11476933888015528,1.0,2.011150172620546e-06,3.0578919449908426e-06,5,20480,353.1034482758621,100.0
0.02218381129205227,0.014294831082224846,0.00018238510529045016,0.0019783927127718925,0.09218805863590572,1.0,3.3972381174862676e-07,5.689153681487369e-07,10,40960,706.2068965517242,100.0
0.02218381129205227,0.014294831082224846,0.00017852264863904566,0.0012924480251967907,0.13812645761696105,1.0,2.1427889862479788e-07,3.6823161053689546e-07,15,61440,1059.3103448275863,100.0
0.02218381129205227,0.014294831082224846,0.00017672724789008498,0.0016180106904357672,0.10922434362844186,1.0,1.0715091036672675e-07,1.5825126808977075e-07,20,81920,1412.4137931034484,100.0
0.02218381129205227,0.014294831082224846,0.0001691987126832828,0.0018361000111326575,0.0921506400255983,1.0,2.3935214699122298e-08,3.183284746910431e-08,25,102400,1765.5172413793102,100.0
0.02218381129205227,0.014294831082224846,0.00018550720415078104,0.0019262958085164428,0.09630205304403389,1.0,7.990951012004643e-09,9.033697345728342e-09,30,122880,2118.6206896551726,100.0
0.02218381129205227,0.014294831082224846,0.00017686518549453467,0.002591904019936919,0.06823728878893874,1.0,3.774367041131654e-09,2.98958369171487e-09,35,143360,2471.7241379310344,100.0
0.02218381129205227,0.014294831082224846,0.00014975518570281565,0.0011939308606088161,0.12542931617773118,1.0,2.1827499807614004e-09,1.979913122340804e-09,40,163840,2824.8275862068967,100.0
0.02218381129205227,0.014294831082224846,0.00017809990094974637,0.00337502034381032,0.05276986658101459,1.0,1.3635764739561296e-09,1.4835923600742262e-09,45,184320,3177.9310344827586,100.0
0.02218381129205227,0.014294831082224846,0.0001559022639412433,0.0013288811314851046,0.1173175591645453,1.0,8.706045884210312e-10,9.629985697756638e-10,48,196608,3389.793103448276,100.0
