rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent
0.3434143364429474,0.13727104663848877,0.007236606907099485,0.00871504470705986,0.8303570258987911,0.8498349834983498,0.00017968457541428506,0.00015290046576410532,1,4096,6.759075907590759,84.98349834983499
0.3434143364429474,0.13727104663848877,0.003529314650222659,0.004810969345271587,0.7335958849400182,1.0,5.918682290939614e-05,4.7061912482604384e-05,5,20480,33.79537953795379,100.0
0.3434143364429474,0.13727104663848877,0.0026697951834648848,0.003499974962323904,0.7628019012093716,1.0,8.206234269891866e-06,8.082963177002966e-06,10,40960,67.59075907590758,100.0
0.3434143364429474,0.13727104663848877,0.0021426312159746885,0.0025318777188658714,0.8462583865821879,1.0,1.6695573776814854e-06,1.8711806433202582e-06,15,61440,101.38613861386139,100.0
0.3434143364429474,0.13727104663848877,0.0017467454308643937,0.0020498977974057198,0.8521092670972831,1.0,3.2437435493193334e-07,3.794867495798826e-07,20,81920,135.18151815181517,100.0
0.3434143364429474,0.13727104663848877,0.0016276686219498515,0.0019633544143289328,0.8290201299722445,1.0,1.5462731539628294e-07,2.4702984546820517e-07,25,102400,168.97689768976898,100.0
0.3434143364429474,0.13727104663848877,0.0016515664756298065,0.0019945907406508923,0.8280185813481928,1.0,7.650920963442331e-08,1.279433803347274e-07,30,122880,202.77227722772278,100.0
0.3434143364429474,0.13727104663848877,0.001396798063069582,0.0017760656774044037,0.7864518842524175,1.0,5.3316945525239134e-08,9.519416011016801e-08,35,143360,236.56765676567656,100.0
0.3434143364429474,0.13727104663848877,0.0013919915072619915,0.0017824128735810518,0.7809546925670631,1.0,3.720618835245659e-08,6.763215054661487e-08,40,163840,270.36303630363034,100.0
0.3434143364429474,0.13727104663848877,0.001256914110854268,0.0016946544637903571,0.7416890704387591,1.0,1.6282779569110062e-08,3.08235357238118e-08,45,184320,304.15841584158414,100.0
0.3434143364429474,0.13727104663848877,0.0012850374914705753,0.0016381079331040382,0.7844596933479524,1.0,1.6242095668417278e-08,3.340458931688772e-08,48,196608,324.43564356435644,100.0
