metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,1.5631784755498757e-10
coord_plus_nuisance_vs_idm_learned,6.090831838889699e-09
coord_plus_nuisance_vs_crtr_online_joint,1.9300005371647444e-08
coord_plus_nuisance_vs_idm_online_joint,1.3322676295501878e-15
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,4.971341338588786e-09
idm_learned_vs_crtr_online_joint,0.9110995225888838
idm_learned_vs_idm_online_joint,1.156852391659413e-13
crtr_online_joint_vs_idm_online_joint,4.312784720461593e-07
