metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,8.514885407184813e-05
coord_plus_nuisance_vs_idm_learned,0.24974435437829867
coord_plus_nuisance_vs_crtr_online_joint,1.0
coord_plus_nuisance_vs_idm_online_joint,5.223856902603075e-10
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,0.02643104326713641
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,3.5038748060767233e-06
crtr_online_joint_vs_idm_online_joint,3.2279503316967606e-06
