metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,1.0
coord_only_goal_vs_crtr_online_joint_goal,1.0
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,1.1813217071221516e-11
coord_plus_nuisance_goal_vs_idm_learned_goal,1.5325540836386153e-10
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,2.394012543760482e-09
coord_plus_nuisance_goal_vs_idm_online_joint_goal,1.0386358439973264e-11
crtr_learned_goal_vs_idm_learned_goal,1.0
crtr_learned_goal_vs_crtr_online_joint_goal,1.0
crtr_learned_goal_vs_idm_online_joint_goal,0.6152151087668782
idm_learned_goal_vs_crtr_online_joint_goal,1.0
idm_learned_goal_vs_idm_online_joint_goal,3.97508683680492e-05
crtr_online_joint_goal_vs_idm_online_joint_goal,0.03350660820362816
