metric,value
coord_only_vs_coord_plus_nuisance,1.1875252201365427e-05
coord_only_vs_crtr_learned,1.4424725858219745e-08
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,0.7355077571318374
coord_only_vs_idm_online_joint,0.04166480014487117
coord_plus_nuisance_vs_crtr_learned,3.1059974912039934e-06
coord_plus_nuisance_vs_idm_learned,1.0
coord_plus_nuisance_vs_crtr_online_joint,1.0
coord_plus_nuisance_vs_idm_online_joint,1.0
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,0.0008777724885058458
idm_learned_vs_idm_online_joint,1.603471489231012e-05
crtr_online_joint_vs_idm_online_joint,0.13664068772674387
