update,env_steps,mean_reward,mean_reward_ext,mean_reward_int,value_loss,policy_loss,entropy,rep_loss,alpha,p_succ_hat,int_sigma,success_rate,two_critic
1,4096,1.685678243637085,0.0,0.489628404378891,302.4945068359375,0.011417455039918423,1.378023386001587,1.4053252935409546,1.0,0.0,0.29046371579170227,nan,0.0
2,8192,1.5821874141693115,0.0,0.45962417125701904,268.53753662109375,-0.028484078124165535,1.3756228685379028,1.4233474731445312,1.0,0.0,0.29049917496760724,nan,0.0
3,12288,1.6510248184204102,0.0,0.4559752941131592,285.7535095214844,-0.010833141393959522,1.3735617399215698,1.396172046661377,1.0,0.0,0.27617711087439717,nan,0.0
4,16384,1.6633400917053223,0.0,0.4517498016357422,273.8200988769531,0.015013336203992367,1.3630274534225464,1.3911033868789673,1.0,0.0,0.27159197026989174,nan,0.0
5,20480,1.6702702045440674,0.0,0.44873666763305664,275.62139892578125,0.017116114497184753,1.3630216121673584,1.390950083732605,1.0,0.0,0.26866112445025037,nan,0.0
6,24576,1.6878278255462646,0.0,0.4514724016189575,274.0322570800781,0.036182790994644165,1.3618427515029907,1.3917113542556763,1.0,0.0,0.2674872582367808,nan,0.0
7,28672,1.6629698276519775,0.0,0.4432195723056793,280.562255859375,0.010632745921611786,1.3455746173858643,1.395546317100525,1.0,0.0,0.26652290904140896,nan,0.0
8,32768,1.700735092163086,0.0,0.45154836773872375,283.9747314453125,-0.024489691480994225,1.353218674659729,1.3742480278015137,1.0,0.0,0.26550188204871583,nan,0.0
9,36864,1.7169300317764282,0.0,0.4574434757232666,256.5281677246094,0.053214941173791885,1.3630428314208984,1.3905802965164185,1.0,0.0,0.2664310306329745,nan,0.0
10,40960,1.7145636081695557,0.0,0.4571075439453125,273.6129150390625,-0.04255399480462074,1.3670974969863892,1.3827906847000122,1.0,0.0,0.2666028501695587,nan,0.0
11,45056,1.7060456275939941,0.0,0.45435672998428345,245.52703857421875,0.027453552931547165,1.337739109992981,1.381191611289978,1.0,0.0,0.26632156145275704,nan,0.0
12,49152,1.6764284372329712,0.0,0.44588884711265564,253.58154296875,-0.02687837742269039,1.3683600425720215,1.3817517757415771,1.0,0.0,0.265975487064478,nan,0.0
13,53248,1.7153301239013672,0.0,0.4560415744781494,243.22476196289062,0.034173376858234406,1.3824424743652344,1.3810166120529175,1.0,0.0,0.2658622966955349,nan,0.0
14,57344,1.7286860942840576,0.0,0.4595925807952881,250.23370361328125,0.04078731685876846,1.357040286064148,1.3823000192642212,1.0,0.0,0.2658623364243607,nan,0.0
15,61440,1.6865471601486206,0.0,0.44839221239089966,260.52447509765625,-0.014974765479564667,1.3741259574890137,1.3765426874160767,1.0,0.0,0.26586401775007645,nan,0.0
16,65536,1.7155892848968506,0.0,0.45587989687919617,269.1341552734375,-0.03968030586838722,1.3690071105957031,1.3800346851348877,1.0,0.0,0.26572788094512206,nan,0.0
17,69632,1.7359161376953125,0.0,0.4615430533885956,253.37615966796875,-0.009668995626270771,1.3569786548614502,1.3847731351852417,1.0,0.0,0.26587867613961513,nan,0.0
18,73728,1.7074971199035645,0.0,0.45456475019454956,242.27279663085938,-0.029233748093247414,1.3368889093399048,1.3791053295135498,1.0,0.0,0.26621700745226784,nan,0.0
19,77824,1.6798689365386963,0.0,0.44694140553474426,236.53457641601562,-0.001436217688024044,1.3709752559661865,1.3863611221313477,1.0,0.0,0.26605729001840595,nan,0.0
20,81920,1.7039546966552734,0.0,0.4530889391899109,236.64671325683594,0.02917286939918995,1.3693512678146362,1.3849228620529175,1.0,0.0,0.2659042969170082,nan,0.0
21,86016,1.737945795059204,0.0,0.4621679186820984,236.89764404296875,-0.006574470549821854,1.3591735363006592,1.3847365379333496,1.0,0.0,0.2659277024992371,nan,0.0
22,90112,1.6867603063583374,0.0,0.4487769603729248,232.92599487304688,0.011085538193583488,1.3285880088806152,1.3823415040969849,1.0,0.0,0.26605852471560437,nan,0.0
23,94208,1.6771035194396973,0.0,0.4459631145000458,247.85728454589844,-9.0752262622118e-05,1.3394873142242432,1.378981351852417,1.0,0.0,0.2659127145088694,nan,0.0
24,98304,1.6863058805465698,0.0,0.4483996629714966,242.00827026367188,-0.03630596026778221,1.3403160572052002,1.3831820487976074,1.0,0.0,0.2659064945000531,nan,0.0
25,102400,1.6809642314910889,0.0,0.44688475131988525,232.68023681640625,-0.007131786085665226,1.3706027269363403,1.3823479413986206,1.0,0.0,0.26585024879085756,nan,0.0
26,106496,1.7025182247161865,0.0,0.45258772373199463,246.69183349609375,-0.012049386277794838,1.3750081062316895,1.3746660947799683,1.0,0.0,0.2658343032873742,nan,0.0
27,110592,1.7299281358718872,0.0,0.4598159193992615,242.86599731445312,0.029079630970954895,1.380807638168335,1.3860944509506226,1.0,0.0,0.26580059623670843,nan,0.0
28,114688,1.7242450714111328,0.0,0.45842456817626953,235.8657684326172,-0.039918046444654465,1.377315640449524,1.3702131509780884,1.0,0.0,0.2658697306816563,nan,0.0
29,118784,1.7182358503341675,0.0,0.4567716717720032,244.51913452148438,-0.04827772080898285,1.3842968940734863,1.3773759603500366,1.0,0.0,0.26583757902252464,nan,0.0
30,122880,1.7337244749069214,0.0,0.46061307191848755,237.09185791015625,0.045820631086826324,1.377924919128418,1.3880633115768433,1.0,0.0,0.2656783420272753,nan,0.0
31,126976,1.7075154781341553,0.0,0.4536229968070984,233.94949340820312,0.035429175943136215,1.3742382526397705,1.3690674304962158,1.0,0.0,0.26566256648006736,nan,0.0
