metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,1.0
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,4.888511817568997e-11
coord_plus_nuisance_vs_idm_learned,9.005882861679027e-07
coord_plus_nuisance_vs_crtr_online_joint,2.5105136858272203e-08
coord_plus_nuisance_vs_idm_online_joint,1.259663484631801e-10
crtr_learned_vs_idm_learned,1.0
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,0.05518875282311786
idm_learned_vs_idm_online_joint,9.001330680824537e-08
crtr_online_joint_vs_idm_online_joint,0.0002796137238403329
