comb,flags,env,policy,best_rep,best_success,second_success,gap,mean_success_reps,series_n,series_mean,series_std,series_tail_mean,series_tail_std,series_max_dd
9,AD,periodicity_large,raw,coord_plus_nuisance,0.03125,0.03125,0.0,0.024621212121212124,11,0.03125,0.032639560491693344,0.0,0.0,0.09375
10,CD,periodicity_large,raw,crtr_online_joint,0.03125,0.028409090909090908,0.002840909090909092,0.02130681818181818,11,0.03125,0.03525475467611039,0.046875,0.015625,0.125
11,ACD,periodicity_large,raw,coord_plus_nuisance,0.03125,0.028409090909090908,0.002840909090909092,0.020833333333333332,11,0.03125,0.032639560491693344,0.0,0.0,0.09375
12,BD,periodicity_large,raw,idm_learned,0.028409090909090908,0.028409090909090908,0.0,0.02178030303030303,11,0.028409090909090908,0.028123565160828593,0.03125,0.0,0.09375
13,ABD,periodicity_large,raw,coord_plus_nuisance,0.03125,0.03125,0.0,0.024621212121212124,11,0.03125,0.032639560491693344,0.0,0.0,0.09375
14,CBD,periodicity_large,raw,crtr_online_joint,0.03125,0.028409090909090908,0.002840909090909092,0.02130681818181818,11,0.03125,0.03525475467611039,0.046875,0.015625,0.125
15,ACBD,periodicity_large,raw,coord_plus_nuisance,0.03125,0.028409090909090908,0.002840909090909092,0.020833333333333332,11,0.03125,0.032639560491693344,0.0,0.0,0.09375
0,-,periodicity_large,rep,coord_only,0.05397727272727273,0.03977272727272727,0.014204545454545456,0.03125,11,0.05397727272727273,0.05667595836153409,0.109375,0.046875,0.15625
1,A,periodicity_large,rep,idm_learned,0.045454545454545456,0.03977272727272727,0.005681818181818184,0.032196969696969696,11,0.045454545454545456,0.03853596581321175,0.03125,0.03125,0.09375
2,C,periodicity_large,rep,coord_only,0.05397727272727273,0.045454545454545456,0.008522727272727272,0.035037878787878785,11,0.05397727272727273,0.05667595836153409,0.109375,0.046875,0.15625
3,AC,periodicity_large,rep,idm_learned,0.0625,0.03977272727272727,0.022727272727272728,0.03598484848484849,11,0.0625,0.05330017908890261,0.109375,0.015625,0.15625
4,B,periodicity_large,rep,coord_only,0.05397727272727273,0.03977272727272727,0.014204545454545456,0.03125,11,0.05397727272727273,0.05667595836153409,0.109375,0.046875,0.15625
5,AB,periodicity_large,rep,idm_learned,0.045454545454545456,0.03977272727272727,0.005681818181818184,0.032196969696969696,11,0.045454545454545456,0.03853596581321175,0.03125,0.03125,0.09375
6,CB,periodicity_large,rep,coord_only,0.05397727272727273,0.045454545454545456,0.008522727272727272,0.035037878787878785,11,0.05397727272727273,0.05667595836153409,0.109375,0.046875,0.15625
7,ACB,periodicity_large,rep,idm_learned,0.0625,0.03977272727272727,0.022727272727272728,0.03598484848484849,11,0.0625,0.05330017908890261,0.109375,0.015625,0.15625
8,D,periodicity_large,rep,idm_online_joint,0.048295454545454544,0.03409090909090909,0.014204545454545456,0.030303030303030304,11,0.048295454545454544,0.030860171850000614,0.03125,0.03125,0.09375
9,AD,periodicity_large,rep,idm_learned,0.05965909090909091,0.05113636363636364,0.008522727272727272,0.03835227272727273,11,0.05965909090909091,0.05567022142689041,0.046875,0.046875,0.125
10,CD,periodicity_large,rep,idm_learned,0.08806818181818182,0.05113636363636364,0.036931818181818184,0.041193181818181816,11,0.08806818181818182,0.05624713032165719,0.125,0.03125,0.1875
11,ACD,periodicity_large,rep,idm_learned,0.05113636363636364,0.048295454545454544,0.0028409090909090953,0.03835227272727273,11,0.05113636363636364,0.05375252252393324,0.03125,0.03125,0.1875
12,BD,periodicity_large,rep,idm_online_joint,0.048295454545454544,0.03409090909090909,0.014204545454545456,0.030303030303030304,11,0.048295454545454544,0.030860171850000614,0.03125,0.03125,0.09375
13,ABD,periodicity_large,rep,idm_learned,0.05965909090909091,0.05113636363636364,0.008522727272727272,0.03835227272727273,11,0.05965909090909091,0.05567022142689041,0.046875,0.046875,0.125
14,CBD,periodicity_large,rep,idm_learned,0.08806818181818182,0.05113636363636364,0.036931818181818184,0.041193181818181816,11,0.08806818181818182,0.05624713032165719,0.125,0.03125,0.1875
15,ACBD,periodicity_large,rep,idm_learned,0.05113636363636364,0.048295454545454544,0.0028409090909090953,0.03835227272727273,11,0.05113636363636364,0.05375252252393324,0.03125,0.03125,0.1875
0,-,slippery,raw,idm_online_joint,0.1846590909090909,0.17329545454545456,0.011363636363636354,0.16240530303030304,11,0.1846590909090909,0.07591130236299652,0.234375,0.078125,0.25
1,A,slippery,raw,coord_plus_nuisance,0.2215909090909091,0.17897727272727273,0.042613636363636354,0.17140151515151514,11,0.2215909090909091,0.10187739248318811,0.296875,0.109375,0.28125
2,C,slippery,raw,idm_learned,0.2215909090909091,0.17329545454545456,0.04829545454545453,0.1690340909090909,11,0.2215909090909091,0.0836984083105468,0.140625,0.046875,0.28125
3,AC,slippery,raw,coord_plus_nuisance,0.2215909090909091,0.1875,0.03409090909090909,0.17992424242424243,11,0.2215909090909091,0.10187739248318811,0.296875,0.109375,0.28125
4,B,slippery,raw,idm_online_joint,0.1846590909090909,0.17329545454545456,0.011363636363636354,0.16240530303030304,11,0.1846590909090909,0.07591130236299652,0.234375,0.078125,0.25
5,AB,slippery,raw,coord_plus_nuisance,0.2215909090909091,0.17897727272727273,0.042613636363636354,0.17140151515151514,11,0.2215909090909091,0.10187739248318811,0.296875,0.109375,0.28125
6,CB,slippery,raw,idm_learned,0.2215909090909091,0.17329545454545456,0.04829545454545453,0.1690340909090909,11,0.2215909090909091,0.0836984083105468,0.140625,0.046875,0.28125
7,ACB,slippery,raw,coord_plus_nuisance,0.2215909090909091,0.1875,0.03409090909090909,0.17992424242424243,11,0.2215909090909091,0.10187739248318811,0.296875,0.109375,0.28125
8,D,slippery,raw,coord_only,0.1590909090909091,0.1534090909090909,0.005681818181818177,0.13683712121212122,11,0.1590909090909091,0.0965073167696763,0.109375,0.078125,0.3125
9,AD,slippery,raw,coord_plus_nuisance,0.20738636363636365,0.1875,0.019886363636363646,0.17329545454545456,11,0.20738636363636365,0.05696005015841881,0.171875,0.078125,0.1875
10,CD,slippery,raw,idm_learned,0.1875,0.16477272727272727,0.022727272727272735,0.15246212121212122,11,0.1875,0.12428774348992817,0.171875,0.015625,0.3125
11,ACD,slippery,raw,coord_plus_nuisance,0.20738636363636365,0.19318181818181818,0.01420454545454547,0.17140151515151514,11,0.20738636363636365,0.05696005015841881,0.171875,0.078125,0.1875
12,BD,slippery,raw,coord_only,0.1590909090909091,0.1534090909090909,0.005681818181818177,0.13683712121212122,11,0.1590909090909091,0.0965073167696763,0.109375,0.078125,0.3125
13,ABD,slippery,raw,coord_plus_nuisance,0.20738636363636365,0.1875,0.019886363636363646,0.17329545454545456,11,0.20738636363636365,0.05696005015841881,0.171875,0.078125,0.1875
14,CBD,slippery,raw,idm_learned,0.1875,0.16477272727272727,0.022727272727272735,0.15246212121212122,11,0.1875,0.12428774348992817,0.171875,0.015625,0.3125
15,ACBD,slippery,raw,coord_plus_nuisance,0.20738636363636365,0.19318181818181818,0.01420454545454547,0.17140151515151514,11,0.20738636363636365,0.05696005015841881,0.171875,0.078125,0.1875
0,-,slippery,rep,coord_only,0.17897727272727273,0.16193181818181818,0.017045454545454558,0.1524621212121212,11,0.17897727272727273,0.09336179957474422,0.15625,0.09375,0.34375
1,A,slippery,rep,idm_online_joint,0.19318181818181818,0.1875,0.005681818181818177,0.17045454545454544,11,0.19318181818181818,0.15586212186755913,0.109375,0.015625,0.4375
2,C,slippery,rep,coord_only,0.17897727272727273,0.1534090909090909,0.025568181818181823,0.14299242424242423,11,0.17897727272727273,0.09336179957474422,0.15625,0.09375,0.34375
3,AC,slippery,rep,crtr_learned,0.20454545454545456,0.1875,0.017045454545454558,0.1581439393939394,11,0.20454545454545456,0.12383235635058731,0.203125,0.046875,0.34375
4,B,slippery,rep,coord_only,0.17897727272727273,0.16193181818181818,0.017045454545454558,0.1524621212121212,11,0.17897727272727273,0.09336179957474422,0.15625,0.09375,0.34375
5,AB,slippery,rep,idm_online_joint,0.19318181818181818,0.1875,0.005681818181818177,0.17045454545454544,11,0.19318181818181818,0.15586212186755913,0.109375,0.015625,0.4375
6,CB,slippery,rep,coord_only,0.17897727272727273,0.1534090909090909,0.025568181818181823,0.14299242424242423,11,0.17897727272727273,0.09336179957474422,0.15625,0.09375,0.34375
7,ACB,slippery,rep,crtr_learned,0.20454545454545456,0.1875,0.017045454545454558,0.1581439393939394,11,0.20454545454545456,0.12383235635058731,0.203125,0.046875,0.34375
8,D,slippery,rep,crtr_online_joint,0.21875,0.18181818181818182,0.03693181818181818,0.17045454545454544,11,0.21875,0.09327531340557955,0.28125,0.09375,0.3125
9,AD,slippery,rep,crtr_learned,0.23579545454545456,0.17613636363636365,0.05965909090909091,0.16524621212121213,11,0.23579545454545456,0.13547294338143595,0.296875,0.046875,0.46875
10,CD,slippery,rep,crtr_learned,0.17897727272727273,0.17045454545454544,0.008522727272727293,0.15482954545454544,11,0.17897727272727273,0.09144020988313115,0.21875,0.03125,0.28125
11,ACD,slippery,rep,crtr_learned,0.18181818181818182,0.17613636363636365,0.005681818181818177,0.1453598484848485,11,0.18181818181818182,0.12768298326275132,0.140625,0.046875,0.4375
12,BD,slippery,rep,crtr_online_joint,0.21875,0.18181818181818182,0.03693181818181818,0.17045454545454544,11,0.21875,0.09327531340557955,0.28125,0.09375,0.3125
13,ABD,slippery,rep,crtr_learned,0.23579545454545456,0.17613636363636365,0.05965909090909091,0.16524621212121213,11,0.23579545454545456,0.13547294338143595,0.296875,0.046875,0.46875
14,CBD,slippery,rep,crtr_learned,0.17897727272727273,0.17045454545454544,0.008522727272727293,0.15482954545454544,11,0.17897727272727273,0.09144020988313115,0.21875,0.03125,0.28125
15,ACBD,slippery,rep,crtr_learned,0.18181818181818182,0.17613636363636365,0.005681818181818177,0.1453598484848485,11,0.18181818181818182,0.12768298326275132,0.140625,0.046875,0.4375
0,-,slippery_large,raw,crtr_learned,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.03125,11,0.048295454545454544,0.04077471617729353,0.09375,0.03125,0.09375
1,A,slippery_large,raw,crtr_online_joint,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.030303030303030304,11,0.048295454545454544,0.055525057629807,0.015625,0.015625,0.1875
2,C,slippery_large,raw,coord_only,0.03977272727272727,0.03409090909090909,0.005681818181818184,0.030303030303030304,11,0.03977272727272727,0.023426736509191252,0.046875,0.015625,0.09375
3,AC,slippery_large,raw,coord_plus_nuisance,0.028409090909090908,0.02556818181818182,0.0028409090909090884,0.022727272727272724,11,0.028409090909090908,0.020876333035083905,0.0,0.0,0.0625
4,B,slippery_large,raw,crtr_learned,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.03125,11,0.048295454545454544,0.04077471617729353,0.09375,0.03125,0.09375
5,AB,slippery_large,raw,crtr_online_joint,0.048295454545454544,0.03977272727272727,0.008522727272727272,0.030303030303030304,11,0.048295454545454544,0.055525057629807,0.015625,0.015625,0.1875
6,CB,slippery_large,raw,coord_only,0.03977272727272727,0.03409090909090909,0.005681818181818184,0.030303030303030304,11,0.03977272727272727,0.023426736509191252,0.046875,0.015625,0.09375
7,ACB,slippery_large,raw,coord_plus_nuisance,0.028409090909090908,0.02556818181818182,0.0028409090909090884,0.022727272727272724,11,0.028409090909090908,0.020876333035083905,0.0,0.0,0.0625
8,D,slippery_large,raw,crtr_learned,0.05397727272727273,0.03125,0.022727272727272728,0.028409090909090908,11,0.05397727272727273,0.04232859211861176,0.0625,0.0,0.09375
9,AD,slippery_large,raw,crtr_learned,0.056818181818181816,0.05397727272727273,0.0028409090909090884,0.041666666666666664,11,0.056818181818181816,0.037258173433534096,0.046875,0.046875,0.125
10,CD,slippery_large,raw,crtr_learned,0.045454545454545456,0.03409090909090909,0.011363636363636367,0.027462121212121212,11,0.045454545454545456,0.030860171850000614,0.078125,0.015625,0.09375
11,ACD,slippery_large,raw,coord_plus_nuisance,0.04261363636363636,0.03977272727272727,0.0028409090909090884,0.028882575757575756,11,0.04261363636363636,0.03593497341100431,0.0,0.0,0.125
12,BD,slippery_large,raw,crtr_learned,0.05397727272727273,0.03125,0.022727272727272728,0.028409090909090908,11,0.05397727272727273,0.04232859211861176,0.0625,0.0,0.09375
13,ABD,slippery_large,raw,crtr_learned,0.056818181818181816,0.05397727272727273,0.0028409090909090884,0.041666666666666664,11,0.056818181818181816,0.037258173433534096,0.046875,0.046875,0.125
14,CBD,slippery_large,raw,crtr_learned,0.045454545454545456,0.03409090909090909,0.011363636363636367,0.027462121212121212,11,0.045454545454545456,0.030860171850000614,0.078125,0.015625,0.09375
15,ACBD,slippery_large,raw,coord_plus_nuisance,0.04261363636363636,0.03977272727272727,0.0028409090909090884,0.028882575757575756,11,0.04261363636363636,0.03593497341100431,0.0,0.0,0.125
0,-,slippery_large,rep,idm_online_joint,0.048295454545454544,0.036931818181818184,0.01136363636363636,0.030303030303030304,11,0.048295454545454544,0.03615886949249391,0.03125,0.03125,0.09375
1,A,slippery_large,rep,crtr_learned,0.048295454545454544,0.036931818181818184,0.01136363636363636,0.03314393939393939,11,0.048295454545454544,0.020486086792409028,0.03125,0.0,0.0625
2,C,slippery_large,rep,coord_plus_nuisance,0.036931818181818184,0.03409090909090909,0.0028409090909090953,0.026041666666666668,11,0.036931818181818184,0.032141217326661246,0.046875,0.046875,0.09375
3,AC,slippery_large,rep,crtr_learned,0.03977272727272727,0.03977272727272727,0.0,0.031249999999999997,11,0.03977272727272727,0.032885900292017683,0.03125,0.0,0.09375
4,B,slippery_large,rep,idm_online_joint,0.048295454545454544,0.036931818181818184,0.01136363636363636,0.030303030303030304,11,0.048295454545454544,0.03615886949249391,0.03125,0.03125,0.09375
5,AB,slippery_large,rep,crtr_learned,0.048295454545454544,0.036931818181818184,0.01136363636363636,0.03314393939393939,11,0.048295454545454544,0.020486086792409028,0.03125,0.0,0.0625
6,CB,slippery_large,rep,coord_plus_nuisance,0.036931818181818184,0.03409090909090909,0.0028409090909090953,0.026041666666666668,11,0.036931818181818184,0.032141217326661246,0.046875,0.046875,0.09375
7,ACB,slippery_large,rep,crtr_learned,0.03977272727272727,0.03977272727272727,0.0,0.031249999999999997,11,0.03977272727272727,0.032885900292017683,0.03125,0.0,0.09375
8,D,slippery_large,rep,coord_plus_nuisance,0.045454545454545456,0.036931818181818184,0.008522727272727272,0.032670454545454544,11,0.045454545454545456,0.03615886949249391,0.015625,0.015625,0.125
9,AD,slippery_large,rep,crtr_learned,0.036931818181818184,0.036931818181818184,0.0,0.027462121212121212,11,0.036931818181818184,0.029248949264167618,0.03125,0.0,0.09375
10,CD,slippery_large,rep,coord_plus_nuisance,0.045454545454545456,0.04261363636363636,0.0028409090909090953,0.0331439393939394,11,0.045454545454545456,0.03615886949249391,0.015625,0.015625,0.125
11,ACD,slippery_large,rep,crtr_online_joint,0.028409090909090908,0.028409090909090908,0.0,0.024621212121212124,11,0.028409090909090908,0.031120599858248072,0.046875,0.015625,0.09375
12,BD,slippery_large,rep,coord_plus_nuisance,0.045454545454545456,0.036931818181818184,0.008522727272727272,0.032670454545454544,11,0.045454545454545456,0.03615886949249391,0.015625,0.015625,0.125
13,ABD,slippery_large,rep,crtr_learned,0.036931818181818184,0.036931818181818184,0.0,0.027462121212121212,11,0.036931818181818184,0.029248949264167618,0.03125,0.0,0.09375
14,CBD,slippery_large,rep,coord_plus_nuisance,0.045454545454545456,0.04261363636363636,0.0028409090909090953,0.0331439393939394,11,0.045454545454545456,0.03615886949249391,0.015625,0.015625,0.125
15,ACBD,slippery_large,rep,crtr_online_joint,0.028409090909090908,0.028409090909090908,0.0,0.024621212121212124,11,0.028409090909090908,0.031120599858248072,0.046875,0.015625,0.09375
0,-,teacup,raw,coord_plus_nuisance,0.20454545454545456,0.1875,0.017045454545454558,0.162405303030303,11,0.20454545454545456,0.11644262234044998,0.15625,0.09375,0.375
1,A,teacup,raw,coord_plus_nuisance,0.15625,0.14488636363636365,0.011363636363636354,0.13825757575757577,11,0.15625,0.11068613487942135,0.109375,0.046875,0.34375
2,C,teacup,raw,coord_plus_nuisance,0.20454545454545456,0.16761363636363635,0.036931818181818205,0.1553030303030303,11,0.20454545454545456,0.11644262234044998,0.15625,0.09375,0.375
3,AC,teacup,raw,crtr_online_joint,0.1846590909090909,0.15625,0.02840909090909091,0.13020833333333334,11,0.1846590909090909,0.08884372597222664,0.140625,0.046875,0.3125
4,B,teacup,raw,coord_plus_nuisance,0.20454545454545456,0.1875,0.017045454545454558,0.162405303030303,11,0.20454545454545456,0.11644262234044998,0.15625,0.09375,0.375
5,AB,teacup,raw,coord_plus_nuisance,0.15625,0.14488636363636365,0.011363636363636354,0.13825757575757577,11,0.15625,0.11068613487942135,0.109375,0.046875,0.34375
6,CB,teacup,raw,coord_plus_nuisance,0.20454545454545456,0.16761363636363635,0.036931818181818205,0.1553030303030303,11,0.20454545454545456,0.11644262234044998,0.15625,0.09375,0.375
7,ACB,teacup,raw,crtr_online_joint,0.1846590909090909,0.15625,0.02840909090909091,0.13020833333333334,11,0.1846590909090909,0.08884372597222664,0.140625,0.046875,0.3125
8,D,teacup,raw,coord_only,0.1590909090909091,0.14772727272727273,0.011363636363636354,0.125,11,0.1590909090909091,0.14130488767552146,0.234375,0.234375,0.46875
9,AD,teacup,raw,coord_plus_nuisance,0.17329545454545456,0.17329545454545456,0.0,0.14962121212121213,11,0.17329545454545456,0.1334925014144401,0.21875,0.0625,0.40625
10,CD,teacup,raw,coord_only,0.1590909090909091,0.13636363636363635,0.022727272727272735,0.1278409090909091,11,0.1590909090909091,0.14130488767552146,0.234375,0.234375,0.46875
11,ACD,teacup,raw,idm_learned,0.19886363636363635,0.17897727272727273,0.01988636363636362,0.15246212121212122,11,0.19886363636363635,0.09064236439513533,0.25,0.03125,0.28125
12,BD,teacup,raw,coord_only,0.1590909090909091,0.14772727272727273,0.011363636363636354,0.125,11,0.1590909090909091,0.14130488767552146,0.234375,0.234375,0.46875
13,ABD,teacup,raw,coord_plus_nuisance,0.17329545454545456,0.17329545454545456,0.0,0.14962121212121213,11,0.17329545454545456,0.1334925014144401,0.21875,0.0625,0.40625
14,CBD,teacup,raw,coord_only,0.1590909090909091,0.13636363636363635,0.022727272727272735,0.1278409090909091,11,0.1590909090909091,0.14130488767552146,0.234375,0.234375,0.46875
15,ACBD,teacup,raw,idm_learned,0.19886363636363635,0.17897727272727273,0.01988636363636362,0.15246212121212122,11,0.19886363636363635,0.09064236439513533,0.25,0.03125,0.28125
0,-,teacup,rep,idm_online_joint,0.18181818181818182,0.16761363636363635,0.01420454545454547,0.1306818181818182,11,0.18181818181818182,0.13963870144823304,0.0625,0.0,0.46875
1,A,teacup,rep,idm_learned,0.18181818181818182,0.13352272727272727,0.04829545454545456,0.13020833333333331,11,0.18181818181818182,0.1351150221658422,0.078125,0.046875,0.40625
2,C,teacup,rep,crtr_learned,0.17045454545454544,0.1590909090909091,0.011363636363636354,0.12642045454545453,11,0.17045454545454544,0.15330383594581865,0.046875,0.046875,0.5
3,AC,teacup,rep,crtr_learned,0.16477272727272727,0.16477272727272727,0.0,0.1377840909090909,11,0.16477272727272727,0.1146967570351497,0.0625,0.0625,0.4375
4,B,teacup,rep,idm_online_joint,0.18181818181818182,0.16761363636363635,0.01420454545454547,0.1306818181818182,11,0.18181818181818182,0.13963870144823304,0.0625,0.0,0.46875
5,AB,teacup,rep,idm_learned,0.18181818181818182,0.13352272727272727,0.04829545454545456,0.13020833333333331,11,0.18181818181818182,0.1351150221658422,0.078125,0.046875,0.40625
6,CB,teacup,rep,crtr_learned,0.17045454545454544,0.1590909090909091,0.011363636363636354,0.12642045454545453,11,0.17045454545454544,0.15330383594581865,0.046875,0.046875,0.5
7,ACB,teacup,rep,crtr_learned,0.16477272727272727,0.16477272727272727,0.0,0.1377840909090909,11,0.16477272727272727,0.1146967570351497,0.0625,0.0625,0.4375
8,D,teacup,rep,idm_learned,0.16193181818181818,0.12215909090909091,0.039772727272727265,0.12310606060606061,11,0.16193181818181818,0.11979073092220462,0.21875,0.0625,0.46875
9,AD,teacup,rep,crtr_learned,0.20170454545454544,0.17045454545454544,0.03125,0.13825757575757575,11,0.20170454545454544,0.14187489760436106,0.125,0.09375,0.46875
