metric,value
coord_only_vs_coord_plus_nuisance,9.727234894363335e-05
coord_only_vs_crtr_learned,0.00030923314287600867
coord_only_vs_idm_learned,4.7756478160909666e-06
coord_only_vs_crtr_online_joint,7.476378073523193e-06
coord_only_vs_idm_online_joint,1.0
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,0.002470972230315338
coord_plus_nuisance_vs_crtr_online_joint,0.0005224472205846986
coord_plus_nuisance_vs_idm_online_joint,1.0
crtr_learned_vs_idm_learned,0.03434546169637609
crtr_learned_vs_crtr_online_joint,0.062020081406146454
crtr_learned_vs_idm_online_joint,1.0
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,1.0
crtr_online_joint_vs_idm_online_joint,1.0
