rep_invariance_mean,rep_invariance_std,bonus_within_std_mean,bonus_between_std,bonus_within_over_between,coverage_fraction,action_kl_mean,action_kl_std,update,env_steps,steps_per_state,coverage_percent,success_rate,p_succ_hat
0.0026116929948329926,0.0007445293595083058,4.501110015553422e-05,4.918704507872462e-05,0.9149147084648662,0.7755775577557755,0.0019219189416617155,0.00017663788457866758,1,4096,6.759075907590759,77.55775577557755,0.03125,0.0
0.0050501045770943165,0.001852858462370932,0.00046098962775431573,0.0008001148817129433,0.5761470968974348,1.0,0.0012851391220465302,0.0001324346667388454,5,20480,33.79537953795379,100.0,0.0,0.0
0.016248883679509163,0.006209542043507099,0.00039728969568386674,0.0007516434998251498,0.5285543083033399,1.0,0.00011675532005028799,2.6970403268933296e-05,10,40960,67.59075907590758,100.0,0.0,0.0
0.05166151374578476,0.02507694624364376,0.0005312475259415805,0.0015666603576391935,0.33909336661103,1.0,2.9415021344902925e-05,1.2650842108996585e-05,15,61440,101.38613861386139,100.0,0.0,0.0
0.13772767782211304,0.10964317619800568,0.0006408925983123481,0.0009489098447375,0.6753917118148567,1.0,3.0886717468092684e-06,1.1782560704887146e-06,20,81920,135.18151815181517,100.0,0.0,0.0
0.12665289640426636,0.2583363354206085,0.000948040746152401,0.002901314990594983,0.3267613070668045,1.0,2.3698819404671667e-06,7.730102993264154e-07,25,102400,168.97689768976898,100.0,0.0,0.0
0.06220875680446625,0.12171670794487,0.0004824537900276482,0.002179277129471302,0.22138147080448833,1.0,1.0501298675080761e-06,2.0723467741845525e-07,30,122880,202.77227722772278,100.0,0.0,0.0
0.060934312641620636,0.12749607861042023,0.00044397517922334373,0.002303746296092868,0.19271794502583378,1.0,3.291450809683738e-07,7.129315804377256e-08,35,143360,236.56765676567656,100.0,0.03125,0.0
0.07374318689107895,0.18474186956882477,0.0005099757690913975,0.0023815955501049757,0.21413108021557936,1.0,1.516124541467434e-07,5.241342648787395e-08,40,163840,270.36303630363034,100.0,0.0625,0.0
0.03864574059844017,0.07987030595541,0.0005828153225593269,0.0030684308148920536,0.18993859022170193,1.0,8.212396096496377e-08,2.3440003715791136e-08,45,184320,304.15841584158414,100.0,0.0,0.0
0.05366725102066994,0.11057780683040619,0.0004160233656875789,0.0021944649051874876,0.1895776364104904,1.0,4.174716039528903e-08,1.7840456223439105e-08,48,196608,324.43564356435644,100.0,0.0,0.0
