update,env_steps,mean_reward,mean_reward_ext,mean_reward_int,value_loss,policy_loss,entropy,rep_loss,alpha,p_succ_hat,int_sigma,success_rate,two_critic
12,49152,1.689132571220398,0.0,0.44600844383239746,269.343994140625,-0.029994584619998932,1.3715636730194092,1.3920198678970337,1.0,0.0,0.26404583747059174,nan,0.0
13,53248,1.6845746040344238,0.0,0.4433237910270691,253.19273376464844,0.0073309047147631645,1.352524995803833,1.37700617313385,1.0,0.0,0.2631666086203017,nan,0.0
14,57344,1.6723127365112305,0.0,0.4392502009868622,274.7906494140625,-0.036098457872867584,1.331732988357544,1.3768885135650635,1.0,0.0,0.2626603187882127,nan,0.0
15,61440,1.6602375507354736,0.0,0.43558192253112793,262.03643798828125,0.016849149018526077,1.3276069164276123,1.3904072046279907,1.0,0.0,0.2623611904000929,nan,0.0
16,65536,1.7910237312316895,0.0,0.4696369767189026,262.48779296875,0.010274376720190048,1.3427250385284424,1.3753564357757568,1.0,0.0,0.26221708015153705,nan,0.0
17,69632,1.7205901145935059,0.0,0.454110324382782,232.60244750976562,-0.001922312192618847,1.3744959831237793,1.379988670349121,1.0,0.0,0.2639270676183964,nan,0.0
18,73728,1.7169911861419678,0.0,0.4532688558101654,221.28878784179688,0.06150694191455841,1.3517206907272339,1.377063274383545,1.0,0.0,0.26399019939156837,nan,0.0
19,77824,1.6766188144683838,0.0,0.4420550465583801,216.94622802734375,0.031796425580978394,1.3550232648849487,1.3818916082382202,1.0,0.0,0.2636586374061911,nan,0.0
20,81920,1.685098648071289,0.0,0.4437115788459778,251.71566772460938,-0.015685806050896645,1.3798729181289673,1.3954722881317139,1.0,0.0,0.26331488834508915,nan,0.0
21,86016,1.6910128593444824,0.0,0.4447113871574402,280.9024353027344,-0.05351663753390312,1.363128662109375,1.3841036558151245,1.0,0.0,0.26298522668455937,nan,0.0
22,90112,1.677151083946228,0.0,0.4405037760734558,250.87632751464844,0.0011777146719396114,1.3601816892623901,1.3966394662857056,1.0,0.0,0.2626500234066564,nan,0.0
23,94208,1.7435967922210693,0.0,0.45749932527542114,238.78268432617188,0.043285444378852844,1.3611366748809814,1.3874119520187378,1.0,0.0,0.26238827358275263,nan,0.0
24,98304,1.7592904567718506,0.0,0.46300095319747925,226.1426239013672,0.02510663866996765,1.3710672855377197,1.3782602548599243,1.0,0.0,0.2631748372529595,nan,0.0
25,102400,1.725725531578064,0.0,0.4545220136642456,216.304931640625,0.0659269466996193,1.3635493516921997,1.3839536905288696,1.0,0.0,0.2633802709194068,nan,0.0
26,106496,1.7145569324493408,0.0,0.45124244689941406,231.5029754638672,0.011742942966520786,1.367791771888733,1.377357006072998,1.0,0.0,0.2631831164340094,nan,0.0
27,110592,1.6927568912506104,0.0,0.44518810510635376,235.30714416503906,-0.0465998575091362,1.3448468446731567,1.372749924659729,1.0,0.0,0.26299590218133667,nan,0.0
28,114688,1.6751141548156738,0.0,0.44002532958984375,249.19461059570312,-0.01182144321501255,1.336044192314148,1.3759829998016357,1.0,0.0,0.26268379004106696,nan,0.0
29,118784,1.6844921112060547,0.0,0.44229841232299805,261.1134033203125,-0.044182416051626205,1.3046543598175049,1.3778221607208252,1.0,0.0,0.26257078380515003,nan,0.0
30,122880,1.6454722881317139,0.0,0.43210792541503906,245.41995239257812,0.026901185512542725,1.3261067867279053,1.3710558414459229,1.0,0.0,0.2626041871447279,nan,0.0
31,126976,1.767377257347107,0.0,0.4640756845474243,251.1708984375,-0.02701849862933159,1.3375155925750732,1.3787710666656494,1.0,0.0,0.2625787319321205,nan,0.0
32,131072,1.7186853885650635,0.0,0.4525289535522461,239.13055419921875,-0.01786099560558796,1.3564484119415283,1.3767966032028198,1.0,0.0,0.2632994543078371,nan,0.0
33,135168,1.7224185466766357,0.0,0.4535176157951355,225.47108459472656,0.004064863547682762,1.3682003021240234,1.3708041906356812,1.0,0.0,0.2633027681926048,nan,0.0
34,139264,1.7053196430206299,0.0,0.44892340898513794,242.64407348632812,-0.0316450409591198,1.3456560373306274,1.371669888496399,1.0,0.0,0.263248832389688,nan,0.0
35,143360,1.6783114671707153,0.0,0.4415327310562134,248.4744873046875,-0.005177284590899944,1.3394749164581299,1.3876800537109375,1.0,0.0,0.26308152397223067,nan,0.0
36,147456,1.6812832355499268,0.0,0.4421043395996094,249.7080841064453,0.04282338172197342,1.359771728515625,1.3943672180175781,1.0,0.0,0.2629564935678395,nan,0.0
37,151552,1.6907787322998047,0.0,0.4446432590484619,252.8214111328125,-0.013299580663442612,1.3833261728286743,1.36732017993927,1.0,0.0,0.2629813306044782,nan,0.0
38,155648,1.7387491464614868,0.0,0.45707255601882935,273.1316833496094,0.03167089447379112,1.37874436378479,1.367393970489502,1.0,0.0,0.2628743686107396,nan,0.0
39,159744,1.7478809356689453,0.0,0.45986050367355347,243.8040313720703,0.027872150763869286,1.3786375522613525,1.383724331855774,1.0,0.0,0.26309600744266654,nan,0.0
40,163840,1.7246323823928833,0.0,0.4537903368473053,233.403076171875,-0.021621644496917725,1.3830779790878296,1.368161678314209,1.0,0.0,0.2631229592651648,nan,0.0
41,167936,1.7326340675354004,0.0,0.4557039141654968,245.31036376953125,-0.020169541239738464,1.37257719039917,1.3726686239242554,1.0,0.0,0.2630122084402654,nan,0.0
42,172032,1.7093286514282227,0.0,0.44943127036094666,243.63555908203125,0.016035936772823334,1.3779737949371338,1.375375747680664,1.0,0.0,0.2629285131124022,nan,0.0
43,176128,1.7046250104904175,0.0,0.44795459508895874,259.8503112792969,0.020935803651809692,1.3694336414337158,1.3692890405654907,1.0,0.0,0.262787745505528,nan,0.0
44,180224,1.6994438171386719,0.0,0.4464699625968933,276.83526611328125,-0.03903144598007202,1.3471429347991943,1.3972197771072388,1.0,0.0,0.2627153260791378,nan,0.0
45,184320,1.680832862854004,0.0,0.4414336681365967,282.2966003417969,0.007302079349756241,1.3055559396743774,1.3816587924957275,1.0,0.0,0.2626279559575921,nan,0.0
46,188416,1.730163335800171,0.0,0.4542813301086426,277.5096130371094,-0.004403551109135151,1.3048921823501587,1.3692702054977417,1.0,0.0,0.26256557926214225,nan,0.0
47,192512,1.684448003768921,0.0,0.4429660439491272,236.721435546875,0.02301686629652977,1.3409916162490845,1.3689830303192139,1.0,0.0,0.26297398762325097,nan,0.0
