metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,0.9883376178476542
coord_only_goal_vs_idm_learned_goal,1.0
coord_only_goal_vs_crtr_online_joint_goal,0.9686543728081587
coord_only_goal_vs_idm_online_joint_goal,0.9974797340024733
coord_plus_nuisance_goal_vs_crtr_learned_goal,0.9834516395544552
coord_plus_nuisance_goal_vs_idm_learned_goal,1.0
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,0.9637721773325023
coord_plus_nuisance_goal_vs_idm_online_joint_goal,0.9925929684568744
crtr_learned_goal_vs_idm_learned_goal,1.0
crtr_learned_goal_vs_crtr_online_joint_goal,0.98031116222784
crtr_learned_goal_vs_idm_online_joint_goal,1.0
idm_learned_goal_vs_crtr_online_joint_goal,0.9597225747794249
idm_learned_goal_vs_idm_online_joint_goal,0.9885386451501232
crtr_online_joint_goal_vs_idm_online_joint_goal,1.0
