metric,value
coord_only_vs_coord_plus_nuisance,1.0
coord_only_vs_crtr_learned,1.0
coord_only_vs_idm_learned,3.191998843021793e-08
coord_only_vs_crtr_online_joint,1.0
coord_only_vs_idm_online_joint,2.104436847005786e-09
coord_plus_nuisance_vs_crtr_learned,1.0
coord_plus_nuisance_vs_idm_learned,1.8882648515905487e-06
coord_plus_nuisance_vs_crtr_online_joint,1.0
coord_plus_nuisance_vs_idm_online_joint,1.6894455314719892e-06
crtr_learned_vs_idm_learned,4.469631331716073e-10
crtr_learned_vs_crtr_online_joint,1.0
crtr_learned_vs_idm_online_joint,3.5936120745816424e-10
idm_learned_vs_crtr_online_joint,1.0
idm_learned_vs_idm_online_joint,1.0
crtr_online_joint_vs_idm_online_joint,2.220446049250313e-16
