metric,value
coord_only_goal_vs_coord_plus_nuisance_goal,1.0
coord_only_goal_vs_crtr_learned_goal,1.0
coord_only_goal_vs_idm_learned_goal,1.0
coord_only_goal_vs_crtr_online_joint_goal,1.0
coord_only_goal_vs_idm_online_joint_goal,1.0
coord_plus_nuisance_goal_vs_crtr_learned_goal,0.0
coord_plus_nuisance_goal_vs_idm_learned_goal,0.0
coord_plus_nuisance_goal_vs_crtr_online_joint_goal,0.0
coord_plus_nuisance_goal_vs_idm_online_joint_goal,0.0
crtr_learned_goal_vs_idm_learned_goal,0.5615458482306805
crtr_learned_goal_vs_crtr_online_joint_goal,1.0
crtr_learned_goal_vs_idm_online_joint_goal,2.399575639655538e-05
idm_learned_goal_vs_crtr_online_joint_goal,1.0
idm_learned_goal_vs_idm_online_joint_goal,1.569071539364586e-10
crtr_online_joint_goal_vs_idm_online_joint_goal,0.06416217329269958
